"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.482810316E1,-2.868000031E1,-1.685999870E1,-5.519999695E1,6.445030362E1
1.483810316E1,-2.993999863E1,-1.829999924E1,-5.309999847E1,6.364670712E1
1.484810312E1,-2.976000023E1,-1.781999969E1,-5.250000000E1,6.292424018E1
1.485810292E1,-3.047999954E1,-1.877999878E1,-5.286000061E1,6.384276303E1
1.486810292E1,-2.976000023E1,-1.769999886E1,-5.345999908E1,6.369394850E1
1.487810292E1,-2.831999969E1,-1.602000046E1,-5.531999969E1,6.417916456E1
1.488810206E1,-2.718000031E1,-1.529999924E1,-5.741999817E1,6.534446100E1
1.489810206E1,-2.592000008E1,-1.415999985E1,-5.807999802E1,6.515856175E1
1.490810206E1,-2.537999916E1,-1.427999973E1,-5.879999924E1,6.561632922E1
1.491810206E1,-2.489999962E1,-1.403999996E1,-5.939999771E1,6.592034062E1
1.492810206E1,-2.447999954E1,-1.392000008E1,-6.018000031E1,6.644297718E1
1.493810206E1,-2.465999985E1,-1.403999996E1,-6.089999771E1,6.718665725E1
1.494810206E1,-2.484000015E1,-1.427999973E1,-6.035999680E1,6.681521693E1
1.495810206E1,-2.460000038E1,-1.392000008E1,-6.023999786E1,6.654159424E1
1.496810206E1,-2.429999924E1,-1.338000011E1,-5.993999863E1,6.604784479E1
1.497810206E1,-2.381999969E1,-1.355999947E1,-5.897999954E1,6.503772995E1
1.498810292E1,-2.357999992E1,-1.338000011E1,-5.915999985E1,6.507646565E1
1.499810292E1,-2.351999855E1,-1.350000000E1,-5.927999878E1,6.518863848E1
1.500810295E1,-2.400000000E1,-1.434000015E1,-5.837999725E1,6.472912547E1
1.501810295E1,-2.400000000E1,-1.385999966E1,-5.861999893E1,6.484137464E1
1.502810295E1,-2.387999916E1,-1.392000008E1,-5.837999725E1,6.459291634E1
1.503810295E1,-2.400000000E1,-1.439999962E1,-5.855999756E1,6.490480185E1
1.504810299E1,-2.339999962E1,-1.355999947E1,-5.957999802E1,6.543095392E1
1.505810299E1,-2.369999886E1,-1.397999954E1,-5.915999985E1,6.524596474E1
1.506810299E1,-2.393999863E1,-1.421999931E1,-5.915999985E1,6.538530031E1
1.507810299E1,-2.345999908E1,-1.385999966E1,-5.861999893E1,6.464344841E1
1.508810215E1,-2.345999908E1,-1.439999962E1,-5.819999695E1,6.438145067E1
1.509810212E1,-2.285999870E1,-1.385999966E1,-5.897999954E1,6.475584512E1
1.510810208E1,-2.292000008E1,-1.385999966E1,-5.921999741E1,6.499564668E1
1.511810208E1,-2.310000038E1,-1.379999924E1,-5.939999771E1,6.521050318E1
1.512810208E1,-2.339999962E1,-1.361999989E1,-6.041999817E1,6.620906704E1
1.513810209E1,-2.381999969E1,-1.421999931E1,-6.125999832E1,6.724870378E1
1.514810209E1,-2.315999985E1,-1.343999958E1,-6.203999710E1,6.757203876E1
1.515810229E1,-2.292000008E1,-1.301999950E1,-6.305999756E1,6.834771454E1
1.516810229E1,-2.292000008E1,-1.296000004E1,-6.311999893E1,6.839168275E1
1.517810229E1,-2.231999969E1,-1.271999931E1,-6.293999863E1,6.798105763E1
1.518810315E1,-2.261999893E1,-1.313999939E1,-6.335999680E1,6.854788932E1
1.519810315E1,-2.268000031E1,-1.319999981E1,-6.329999924E1,6.852380836E1
1.520810318E1,-2.231999969E1,-1.289999962E1,-6.287999725E1,6.795944696E1
1.521810318E1,-2.250000000E1,-1.277999973E1,-6.245999908E1,6.760791284E1
1.522810318E1,-2.231999969E1,-1.253999996E1,-6.215999985E1,6.722573589E1
1.523810318E1,-2.213999939E1,-1.235999966E1,-6.234000015E1,6.729951548E1
1.524810318E1,-2.189999962E1,-1.230000019E1,-6.257999802E1,6.743260443E1
1.525810318E1,-2.165999985E1,-1.223999977E1,-6.263999939E1,6.739987175E1
1.526810318E1,-2.129999924E1,-1.217999935E1,-6.257999802E1,6.721828995E1
1.527810318E1,-2.142000008E1,-1.301999950E1,-6.234000015E1,6.719086552E1
1.528810235E1,-2.165999985E1,-1.338000011E1,-6.234000015E1,6.733836659E1
1.529810238E1,-2.177999878E1,-1.350000000E1,-6.300000000E1,6.801189857E1
1.530810235E1,-2.195999908E1,-1.361999989E1,-6.341999817E1,6.848242201E1
1.531810235E1,-2.189999962E1,-1.319999981E1,-6.371999741E1,6.865921677E1
1.532810235E1,-2.184000015E1,-1.343999958E1,-6.377999878E1,6.874232641E1
1.533810235E1,-2.171999931E1,-1.373999977E1,-6.323999786E1,6.826304486E1
1.534810232E1,-2.147999954E1,-1.350000000E1,-6.311999893E1,6.802774908E1
1.535810232E1,-2.111999893E1,-1.313999939E1,-6.318000031E1,6.790012060E1
1.536810232E1,-2.087999916E1,-1.253999996E1,-6.305999756E1,6.760021639E1
1.537810232E1,-2.081999969E1,-1.259999943E1,-6.305999756E1,6.759286697E1
1.538810315E1,-2.087999916E1,-1.284000015E1,-6.300000000E1,6.760059148E1
1.539810315E1,-2.118000031E1,-1.301999950E1,-6.311999893E1,6.783986339E1
1.540810318E1,-2.118000031E1,-1.331999969E1,-6.359999847E1,6.834452875E1
1.541810318E1,-2.081999969E1,-1.247999954E1,-6.377999878E1,6.824302910E1
1.542810318E1,-2.100000000E1,-1.289999962E1,-6.347999954E1,6.809640469E1
1.543810318E1,-2.063999939E1,-1.247999954E1,-6.353999710E1,6.796389626E1
1.544810318E1,-2.111999893E1,-1.253999996E1,-6.329999924E1,6.789842308E1
1.545810318E1,-2.135999870E1,-1.289999962E1,-6.341999817E1,6.815244458E1
1.546810318E1,-2.105999947E1,-1.242000008E1,-6.335999680E1,6.791368915E1
1.547810318E1,-2.118000031E1,-1.253999996E1,-6.329999924E1,6.791711062E1
1.548810235E1,-2.087999916E1,-1.253999996E1,-6.318000031E1,6.771217322E1
1.549810235E1,-2.057999992E1,-1.230000019E1,-6.329999924E1,6.768837644E1
1.550810231E1,-2.052000046E1,-1.211999989E1,-6.365999985E1,6.797470409E1
1.551810231E1,-2.010000038E1,-1.211999989E1,-6.353999710E1,6.773651633E1
1.552810231E1,-2.010000038E1,-1.235999966E1,-6.371999741E1,6.794863999E1
1.553810231E1,-2.021999931E1,-1.253999996E1,-6.365999985E1,6.796098551E1
1.554810231E1,-2.021999931E1,-1.247999954E1,-6.401999664E1,6.828732482E1
1.555810231E1,-2.010000038E1,-1.223999977E1,-6.443999481E1,6.860277357E1
1.556810231E1,-1.973999977E1,-1.151999950E1,-6.455999756E1,6.848628523E1
1.557810231E1,-2.063999939E1,-1.169999981E1,-6.455999756E1,6.878148628E1
1.558810315E1,-2.069999886E1,-1.175999928E1,-6.419999695E1,6.847209025E1
1.559810311E1,-2.129999924E1,-1.211999989E1,-6.408000183E1,6.860634810E1
1.560810311E1,-2.135999870E1,-1.247999954E1,-6.395999908E1,6.857755767E1
1.561810311E1,-2.027999878E1,-1.223999977E1,-6.389999771E1,6.814914271E1
1.562810311E1,-2.039999962E1,-1.223999977E1,-6.419999695E1,6.846617550E1
1.563810311E1,-2.045999908E1,-1.235999966E1,-6.408000183E1,6.839318525E1
1.564810231E1,-2.105999947E1,-1.253999996E1,-6.335999680E1,6.793573706E1
1.565810231E1,-2.142000008E1,-1.259999943E1,-6.305999756E1,6.778008322E1
1.566810231E1,-2.111999893E1,-1.217999935E1,-6.263999939E1,6.721738066E1
1.567810231E1,-2.093999863E1,-1.223999977E1,-6.252000046E1,6.706005960E1
1.568810158E1,-2.039999962E1,-1.175999928E1,-6.371999741E1,6.793155111E1
1.569810158E1,-2.069999886E1,-1.157999992E1,-6.437999725E1,6.861027909E1
1.570810154E1,-2.093999863E1,-1.242000008E1,-6.431999969E1,6.877355818E1
1.571810154E1,-2.081999969E1,-1.217999935E1,-6.426000214E1,6.863798253E1
1.572810154E1,-2.123999977E1,-1.259999943E1,-6.318000031E1,6.783516798E1
1.573810154E1,-2.057999992E1,-1.259999943E1,-6.275999832E1,6.723922792E1
1.574810154E1,-2.057999992E1,-1.259999943E1,-6.245999908E1,6.695930009E1
1.575810154E1,-2.118000031E1,-1.355999947E1,-6.155999756E1,6.649886689E1
1.576810154E1,-2.063999939E1,-1.313999939E1,-6.227999878E1,6.691388052E1
1.577810154E1,-2.093999863E1,-1.301999950E1,-6.275999832E1,6.743012175E1
1.578810238E1,-2.069999886E1,-1.259999943E1,-6.341999817E1,6.789216528E1
1.579810241E1,-1.985999870E1,-1.157999992E1,-6.437999725E1,6.836153884E1
1.580810244E1,-2.015999985E1,-1.205999947E1,-6.395999908E1,6.813773304E1
1.581810244E1,-1.992000008E1,-1.188000011E1,-6.353999710E1,6.764075722E1
1.582810244E1,-2.034000015E1,-1.242000008E1,-6.293999863E1,6.730093190E1
1.583810244E1,-2.069999886E1,-1.242000008E1,-6.275999832E1,6.724257389E1
1.584810158E1,-2.052000046E1,-1.205999947E1,-6.341999817E1,6.773928088E1
1.585810158E1,-2.063999939E1,-1.217999935E1,-6.419999695E1,6.852737823E1
1.586810158E1,-1.985999870E1,-1.103999996E1,-6.515999603E1,6.900816061E1
1.587810158E1,-1.961999893E1,-1.067999935E1,-6.551999664E1,6.922338264E1
1.588810071E1,-2.015999985E1,-1.109999943E1,-6.504000092E1,6.899157412E1
1.589810071E1,-2.057999992E1,-1.146000004E1,-6.426000214E1,6.844133161E1
1.590810071E1,-2.118000031E1,-1.235999966E1,-6.389999771E1,6.844393115E1
1.591810071E1,-2.118000031E1,-1.259999943E1,-6.329999924E1,6.792821433E1
1.592810071E1,-2.076000023E1,-1.289999962E1,-6.275999832E1,6.735135477E1
1.593810071E1,-2.015999985E1,-1.253999996E1,-6.323999786E1,6.754979291E1
1.594810151E1,-2.034000015E1,-1.253999996E1,-6.293999863E1,6.732318050E1
1.595810151E1,-2.010000038E1,-1.253999996E1,-6.305999756E1,6.736337957E1
1.596810151E1,-1.985999870E1,-1.193999958E1,-6.377999878E1,6.785920264E1
1.597810151E1,-2.027999878E1,-1.223999977E1,-6.353999710E1,6.781170383E1
1.598810224E1,-2.003999901E1,-1.200000000E1,-6.365999985E1,6.781000767E1
1.599810224E1,-2.052000046E1,-1.211999989E1,-6.395999908E1,6.825574187E1
1.600810228E1,-2.015999985E1,-1.200000000E1,-6.359999847E1,6.778927201E1
1.601810228E1,-1.979999924E1,-1.181999969E1,-6.371999741E1,6.776422679E1
1.602810228E1,-2.027999878E1,-1.223999977E1,-6.377999878E1,6.803663858E1
1.603810228E1,-2.003999901E1,-1.223999977E1,-6.365999985E1,6.785289040E1
1.604810231E1,-2.076000023E1,-1.242000008E1,-6.401999664E1,6.843824940E1
1.605810231E1,-2.129999924E1,-1.265999985E1,-6.395999908E1,6.859188761E1
1.606810231E1,-2.081999969E1,-1.247999954E1,-6.353999710E1,6.801877687E1
1.607810231E1,-2.111999893E1,-1.259999943E1,-6.323999786E1,6.785360470E1
1.608810147E1,-2.129999924E1,-1.296000004E1,-6.300000000E1,6.775434723E1
1.609810144E1,-2.076000023E1,-1.277999973E1,-6.275999832E1,6.732847386E1
1.610810141E1,-2.093999863E1,-1.253999996E1,-6.300000000E1,6.756282366E1
1.611810141E1,-2.100000000E1,-1.259999943E1,-6.318000031E1,6.776040455E1
1.612810141E1,-2.100000000E1,-1.211999989E1,-6.318000031E1,6.767279243E1
1.613810141E1,-2.118000031E1,-1.253999996E1,-6.252000046E1,6.719073202E1
1.614810227E1,-2.111999893E1,-1.331999969E1,-6.029999924E1,6.526535570E1
1.615810227E1,-2.147999954E1,-1.385999966E1,-5.879999924E1,6.411653360E1
1.616810227E1,-2.135999870E1,-1.434000015E1,-5.765999985E1,6.313921706E1
1.617810227E1,-2.171999931E1,-1.427999973E1,-5.747999954E1,6.308428576E1
1.618810314E1,-2.213999939E1,-1.392000008E1,-5.855999756E1,6.413438461E1
1.619810314E1,-2.184000015E1,-1.350000000E1,-5.957999802E1,6.487689705E1
1.620810317E1,-2.165999985E1,-1.331999969E1,-6.071999741E1,6.582929492E1
1.621810317E1,-2.100000000E1,-1.265999985E1,-6.179999924E1,6.648695738E1
1.622810317E1,-2.034000015E1,-1.223999977E1,-6.318000031E1,6.749255988E1
1.623810317E1,-1.968000031E1,-1.169999981E1,-6.389999771E1,6.787784701E1
1.624810317E1,-1.961999893E1,-1.175999928E1,-6.413999939E1,6.809685355E1
1.625810317E1,-2.003999901E1,-1.205999947E1,-6.395999908E1,6.810232471E1
1.626810317E1,-2.003999901E1,-1.181999969E1,-6.353999710E1,6.766568691E1
1.627810317E1,-2.057999992E1,-1.253999996E1,-6.311999893E1,6.756420843E1
1.628810234E1,-2.021999931E1,-1.200000000E1,-6.318000031E1,6.741335781E1
1.629810237E1,-2.057999992E1,-1.253999996E1,-6.300000000E1,6.745211632E1
1.630810234E1,-2.045999908E1,-1.301999950E1,-6.305999756E1,6.756252838E1
1.631810234E1,-1.943999863E1,-1.230000019E1,-6.389999771E1,6.791474994E1
1.632810234E1,-2.010000038E1,-1.325999928E1,-6.323999786E1,6.766930564E1
1.633810234E1,-1.902000046E1,-1.230000019E1,-6.365999985E1,6.756956417E1
1.634810230E1,-1.926000023E1,-1.200000000E1,-6.384000015E1,6.775317873E1
1.635810230E1,-1.913999939E1,-1.211999989E1,-6.377999878E1,6.768398790E1
1.636810230E1,-1.805999947E1,-1.103999996E1,-6.431999969E1,6.771342216E1
1.637810230E1,-1.860000038E1,-1.217999935E1,-6.437999725E1,6.811091282E1
1.638810314E1,-1.805999947E1,-1.200000000E1,-6.486000061E1,6.838847315E1
1.639810314E1,-1.853999901E1,-1.205999947E1,-6.504000092E1,6.869772099E1
1.640810317E1,-1.889999962E1,-1.247999954E1,-6.486000061E1,6.870065541E1
1.641810317E1,-1.781999969E1,-1.151999950E1,-6.509999847E1,6.847096158E1
1.642810317E1,-1.794000053E1,-1.200000000E1,-6.437999725E1,6.790160282E1
1.643810317E1,-1.745999908E1,-1.200000000E1,-6.347999954E1,6.692205847E1
1.644810317E1,-1.739999962E1,-1.200000000E1,-6.377999878E1,6.719113209E1
1.645810317E1,-1.835999870E1,-1.247999954E1,-6.353999710E1,6.730654628E1
1.646810317E1,-1.811999893E1,-1.200000000E1,-6.408000183E1,6.766521260E1
1.647810317E1,-1.835999870E1,-1.205999947E1,-6.431999969E1,6.796760626E1
1.648810233E1,-1.787999916E1,-1.175999928E1,-6.389999771E1,6.738843863E1
1.649810233E1,-1.734000015E1,-1.121999931E1,-6.377999878E1,6.704067597E1
1.650810230E1,-1.752000046E1,-1.139999962E1,-6.341999817E1,6.677579333E1
1.651810230E1,-1.734000015E1,-1.109999943E1,-6.371999741E1,6.696359953E1
1.652810230E1,-1.745999908E1,-1.163999939E1,-6.329999924E1,6.668756299E1
1.653810230E1,-1.727999878E1,-1.175999928E1,-6.305999756E1,6.643387113E1
1.654810233E1,-1.679999924E1,-1.139999962E1,-6.323999786E1,6.641910339E1
1.655810233E1,-1.697999954E1,-1.175999928E1,-6.341999817E1,6.669868166E1
1.656810233E1,-1.673999977E1,-1.115999985E1,-6.384000015E1,6.693518364E1
1.657810233E1,-1.697999954E1,-1.169999981E1,-6.437999725E1,6.760173390E1
1.658810317E1,-1.703999901E1,-1.146000004E1,-6.413999939E1,6.734710602E1
1.659810313E1,-1.692000008E1,-1.163999939E1,-6.401999664E1,6.723344375E1
1.660810313E1,-1.715999985E1,-1.200000000E1,-6.443999481E1,6.775676000E1
1.661810290E1,-1.661999893E1,-1.163999939E1,-6.384000015E1,6.698701046E1
1.662810290E1,-1.668000031E1,-1.211999989E1,-6.377999878E1,6.702988178E1
1.663810290E1,-1.637999916E1,-1.188000011E1,-6.335999680E1,6.651261511E1
1.664810290E1,-1.679999924E1,-1.188000011E1,-6.275999832E1,6.604689066E1
1.665810290E1,-1.703999901E1,-1.188000011E1,-6.287999725E1,6.622227740E1
1.666810290E1,-1.619999886E1,-1.127999973E1,-6.305999756E1,6.607754270E1
1.667810290E1,-1.613999939E1,-1.134000015E1,-6.287999725E1,6.590135991E1
1.668810203E1,-1.535999966E1,-1.080000019E1,-6.311999893E1,6.585365486E1
1.669810203E1,-1.517999935E1,-1.043999958E1,-6.371999741E1,6.632996337E1
1.670810200E1,-1.523999977E1,-1.043999958E1,-6.401999664E1,6.663190793E1
1.671810200E1,-1.529999924E1,-1.073999977E1,-6.419999695E1,6.686611384E1
1.672810200E1,-1.542000008E1,-1.115999985E1,-6.395999908E1,6.673232711E1
1.673810200E1,-1.535999966E1,-1.151999950E1,-6.377999878E1,6.660726854E1
1.674810200E1,-1.583999920E1,-1.193999958E1,-6.359999847E1,6.662153534E1
1.675810200E1,-1.596000004E1,-1.151999950E1,-6.408000183E1,6.703490602E1
1.676810200E1,-1.583999920E1,-1.115999985E1,-6.443999481E1,6.729014863E1
1.677810200E1,-1.613999939E1,-1.134000015E1,-6.408000183E1,6.704731030E1
1.678810283E1,-1.602000046E1,-1.115999985E1,-6.408000183E1,6.698830231E1
1.679810286E1,-1.583999920E1,-1.121999931E1,-6.413999939E1,6.701293518E1
1.680810290E1,-1.607999992E1,-1.175999928E1,-6.329999924E1,6.636078574E1
1.681810290E1,-1.596000004E1,-1.103999996E1,-6.377999878E1,6.666701917E1
1.682810290E1,-1.631999969E1,-1.121999931E1,-6.359999847E1,6.661224047E1
1.683810290E1,-1.607999992E1,-1.134000015E1,-6.353999710E1,6.651686427E1
1.684810286E1,-1.571999931E1,-1.080000019E1,-6.401999664E1,6.680058647E1
1.685810286E1,-1.493999958E1,-1.115999985E1,-6.371999741E1,6.639267470E1
1.686810286E1,-1.475999928E1,-1.080000019E1,-6.426000214E1,6.681201582E1
1.687810286E1,-1.523999977E1,-1.050000000E1,-6.413999939E1,6.675662600E1
1.688810200E1,-1.511999989E1,-1.050000000E1,-6.413999939E1,6.672933327E1
1.689810200E1,-1.619999886E1,-1.092000008E1,-6.371999741E1,6.664776391E1
1.690810200E1,-1.571999931E1,-1.115999985E1,-6.323999786E1,6.611324606E1
1.691810223E1,-1.517999935E1,-1.121999931E1,-6.329999924E1,6.605460369E1
1.692810223E1,-1.535999966E1,-1.127999973E1,-6.401999664E1,6.679616721E1
1.693810223E1,-1.475999928E1,-1.061999989E1,-6.431999969E1,6.684088821E1
1.694810223E1,-1.529999924E1,-1.067999935E1,-6.455999756E1,6.720227412E1
1.695810223E1,-1.565999985E1,-1.085999966E1,-6.437999725E1,6.714133774E1
1.696810223E1,-1.565999985E1,-1.073999977E1,-6.347999954E1,6.625929016E1
1.697810223E1,-1.596000004E1,-1.115999985E1,-6.395999908E1,6.685917051E1
1.698810309E1,-1.553999996E1,-1.121999931E1,-6.359999847E1,6.642544535E1
1.699810309E1,-1.553999996E1,-1.127999973E1,-6.371999741E1,6.655049258E1
1.700810313E1,-1.542000008E1,-1.139999962E1,-6.443999481E1,6.723279947E1
1.701810313E1,-1.439999962E1,-1.061999989E1,-6.419999695E1,6.664671031E1
1.702810313E1,-1.463999939E1,-1.073999977E1,-6.443999481E1,6.694916063E1
1.703810313E1,-1.439999962E1,-1.050000000E1,-6.450000000E1,6.691681395E1
1.704810316E1,-1.446000004E1,-1.061999989E1,-6.419999695E1,6.665970002E1
1.705810316E1,-1.547999954E1,-1.139999962E1,-6.389999771E1,6.672930454E1
1.706810316E1,-1.517999935E1,-1.109999943E1,-6.347999954E1,6.620689322E1
1.707810316E1,-1.488000011E1,-1.092000008E1,-6.300000000E1,6.564800686E1
1.708810229E1,-1.505999947E1,-1.073999977E1,-6.287999725E1,6.554422350E1
1.709810226E1,-1.493999958E1,-1.061999989E1,-6.300000000E1,6.561240725E1
1.710810222E1,-1.481999969E1,-1.050000000E1,-6.347999954E1,6.602721206E1
1.711810222E1,-1.500000000E1,-1.073999977E1,-6.384000015E1,6.645218743E1
1.712810223E1,-1.451999950E1,-1.061999989E1,-6.431999969E1,6.678830095E1
1.713810222E1,-1.457999992E1,-1.067999935E1,-6.443999481E1,6.692646498E1
1.714810223E1,-1.475999928E1,-1.097999954E1,-6.413999939E1,6.672598812E1
1.715810222E1,-1.463999939E1,-1.103999996E1,-6.401999664E1,6.659407745E1
1.716810223E1,-1.475999928E1,-1.115999985E1,-6.395999908E1,6.658291566E1
1.717810222E1,-1.446000004E1,-1.097999954E1,-6.431999969E1,6.683348227E1
1.718810309E1,-1.451999950E1,-1.085999966E1,-6.486000061E1,6.734678654E1
1.719810309E1,-1.434000015E1,-1.043999958E1,-6.491999817E1,6.729959404E1
1.720810312E1,-1.415999985E1,-1.013999939E1,-6.413999939E1,6.646250601E1
1.721810312E1,-1.427999973E1,-1.001999950E1,-6.395999908E1,6.629630657E1
1.722810312E1,-1.439999962E1,-1.055999947E1,-6.287999725E1,6.536641058E1
1.723810312E1,-1.403999996E1,-1.007999992E1,-6.281999969E1,6.515428120E1
1.724810312E1,-1.427999973E1,-1.050000000E1,-6.281999969E1,6.527266468E1
1.725810312E1,-1.379999924E1,-1.013999939E1,-6.323999786E1,6.551760753E1
1.726810312E1,-1.307999992E1,-9.599999428E0,-6.377999878E1,6.581135640E1
1.727810312E1,-1.313999939E1,-1.001999950E1,-6.401999664E1,6.611822702E1
1.728810229E1,-1.284000015E1,-9.719999313E0,-6.504000092E1,6.700407234E1
1.729810232E1,-1.289999962E1,-1.038000011E1,-6.353999710E1,6.566190390E1
1.730810229E1,-1.367999935E1,-1.092000008E1,-6.161999893E1,6.405788829E1
1.731810229E1,-1.373999977E1,-1.097999954E1,-5.934000015E1,6.189170867E1
1.732810229E1,-1.392000008E1,-1.127999973E1,-5.873999786E1,6.141166131E1
1.733810229E1,-1.361999989E1,-1.080000019E1,-5.975999832E1,6.223665962E1
1.734810226E1,-1.313999939E1,-1.013999939E1,-6.203999710E1,6.422180636E1
1.735810226E1,-1.319999981E1,-9.840000153E0,-6.384000015E1,6.592883449E1
1.736810226E1,-1.284000015E1,-9.059999466E0,-6.443999481E1,6.632844130E1
1.737810226E1,-1.277999973E1,-9.059999466E0,-6.408000183E1,6.596710254E1
1.738810312E1,-1.200000000E1,-8.880000114E0,-6.353999710E1,6.527009755E1
1.739810312E1,-1.169999981E1,-9.059999466E0,-6.384000015E1,6.553258125E1
1.740810315E1,-1.193999958E1,-9.899999619E0,-6.359999847E1,6.546398543E1
1.741810315E1,-1.200000000E1,-1.019999981E1,-6.275999832E1,6.470593006E1
1.742810315E1,-1.247999954E1,-1.013999939E1,-6.209999847E1,6.414810821E1
1.743810315E1,-1.277999973E1,-1.043999958E1,-6.107999802E1,6.326996240E1
1.744810315E1,-1.325999928E1,-1.055999947E1,-6.018000031E1,6.252178505E1
1.745810315E1,-1.331999969E1,-1.050000000E1,-6.047999954E1,6.281323695E1
1.746810315E1,-1.338000011E1,-1.050000000E1,-6.095999908E1,6.328819709E1
1.747810315E1,-1.319999981E1,-1.073999977E1,-5.927999878E1,6.167419108E1
1.748810232E1,-1.247999954E1,-1.092000008E1,-5.736000061E1,5.970901490E1
1.749810232E1,-1.230000019E1,-1.067999935E1,-5.681999969E1,5.910892281E1
1.750810229E1,-1.319999981E1,-1.200000000E1,-5.441999817E1,5.726933032E1
1.751810229E1,-1.367999935E1,-1.181999969E1,-5.369999695E1,5.666166647E1
1.752810229E1,-1.427999973E1,-1.169999981E1,-5.418000031E1,5.723880520E1
1.753810229E1,-1.415999985E1,-1.175999928E1,-5.447999954E1,5.750542173E1
1.754810229E1,-1.296000004E1,-1.073999977E1,-5.555999756E1,5.805361767E1
1.755810229E1,-1.235999966E1,-1.038000011E1,-5.747999954E1,5.970313510E1
1.756810229E1,-1.188000011E1,-9.659999847E0,-5.789999771E1,5.989039768E1
1.757810229E1,-1.200000000E1,-9.659999847E0,-5.795999908E1,5.997230270E1
1.758810312E1,-1.139999962E1,-8.399999619E0,-5.777999878E1,5.948990035E1
1.759810308E1,-1.121999931E1,-8.159999847E0,-5.747999954E1,5.913057018E1
1.760810308E1,-1.019999981E1,-7.319999695E0,-5.669999695E1,5.807333334E1
1.761810308E1,-1.026000023E1,-7.619999886E0,-5.495999908E1,5.642635468E1
1.762810308E1,-1.085999966E1,-8.819999695E0,-5.495999908E1,5.671272773E1
1.763810308E1,-1.019999981E1,-8.519999504E0,-5.459999847E1,5.619421875E1
1.764810309E1,-1.067999935E1,-9.420000076E0,-5.400000000E1,5.584620656E1
1.765810308E1,-1.050000000E1,-8.699999809E0,-5.327999878E1,5.499725690E1
1.766810309E1,-1.067999935E1,-8.519999504E0,-5.063999939E1,5.245057022E1
1.767810308E1,-1.181999969E1,-9.779999733E0,-4.805999756E1,5.044922351E1
1.768810222E1,-1.134000015E1,-9.359999657E0,-4.655999756E1,4.882661743E1
1.769810222E1,-1.092000008E1,-9.359999657E0,-4.673999786E1,4.890279538E1
1.770810218E1,-9.899999619E0,-9.059999466E0,-4.793999863E1,4.978289918E1
1.771810218E1,-9.179999352E0,-7.079999924E0,-4.902000046E1,5.037220694E1
1.772810218E1,-8.880000114E0,-6.359999657E0,-5.003999710E1,5.121821265E1
1.773810218E1,-8.220000267E0,-5.879999638E0,-4.920000076E1,5.022731204E1
1.774810218E1,-8.220000267E0,-5.219999790E0,-4.853999710E1,4.950705122E1
1.775810218E1,-8.159999847E0,-6.000000000E0,-4.787999725E1,4.893955184E1
1.776810218E1,-8.340000153E0,-5.879999638E0,-4.757999802E1,4.866195855E1
1.777810218E1,-9.719999313E0,-6.659999847E0,-4.805999756E1,4.948330375E1
1.778810302E1,-9.899999619E0,-6.359999657E0,-4.811999893E1,4.953780259E1
1.779810305E1,-1.013999939E1,-6.420000076E0,-4.859999847E1,5.005992250E1
1.780810308E1,-1.080000019E1,-7.139999866E0,-4.913999939E1,5.081691787E1
1.781810308E1,-1.019999981E1,-6.659999847E0,-4.968000031E1,5.115171575E1
1.782810308E1,-1.055999947E1,-7.440000057E0,-5.003999710E1,5.168044601E1
1.783810308E1,-1.043999958E1,-7.319999695E0,-5.034000015E1,5.192967940E1
1.784810308E1,-1.013999939E1,-7.440000057E0,-4.961999893E1,5.118903674E1
1.785810308E1,-1.013999939E1,-7.559999943E0,-4.986000061E1,5.143921508E1
1.786810308E1,-1.007999992E1,-7.679999828E0,-4.991999817E1,5.150334953E1
1.787810312E1,-1.031999969E1,-7.739999771E0,-5.087999725E1,5.248984769E1
1.788810238E1,-1.013999939E1,-7.079999924E0,-5.081999969E1,5.230313906E1
1.789810238E1,-9.899999619E0,-6.960000038E0,-5.100000000E1,5.241613867E1
1.790810238E1,-9.899999619E0,-6.719999790E0,-5.153999710E1,5.291067653E1
1.791810238E1,-9.239999771E0,-6.059999943E0,-5.159999847E1,5.276988760E1
1.792810238E1,-9.059999466E0,-6.359999657E0,-5.202000046E1,5.318471240E1
1.793810238E1,-8.939999580E0,-6.059999943E0,-5.177999878E1,5.289438028E1
1.794810238E1,-9.000000000E0,-6.000000000E0,-5.225999832E1,5.336766272E1
1.795810238E1,-9.000000000E0,-6.179999828E0,-5.255999756E1,5.368189398E1
1.796810238E1,-9.000000000E0,-5.819999695E0,-5.334000015E1,5.440613948E1
1.797810238E1,-9.239999771E0,-6.179999828E0,-5.381999969E1,5.495600386E1
1.798810325E1,-8.939999580E0,-6.000000000E0,-5.369999695E1,5.476872524E1
1.799810325E1,-9.119999886E0,-6.000000000E0,-5.327999878E1,5.438687956E1
1.800810328E1,-9.239999771E0,-6.000000000E0,-5.321999741E1,5.434837366E1
1.801810328E1,-9.000000000E0,-5.699999809E0,-5.327999878E1,5.433459550E1
1.802810328E1,-9.179999352E0,-5.639999866E0,-5.334000015E1,5.441725464E1
1.803810328E1,-9.000000000E0,-5.519999981E0,-5.303999710E1,5.408060366E1
1.804810331E1,-8.699999809E0,-5.460000038E0,-5.321999741E1,5.420211916E1
1.805810331E1,-8.340000153E0,-5.219999790E0,-5.309999847E1,5.400383170E1
