"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.003810235E1,-4.284000015E1,8.099999428E0,-5.981999969E1,7.402234776E1
1.004810152E1,-4.361999893E1,7.319999695E0,-5.969999695E1,7.429923511E1
1.005810152E1,-4.379999924E1,8.039999962E0,-6.011999893E1,7.481641400E1
1.006810152E1,-4.434000015E1,7.919999599E0,-5.903999710E1,7.425956682E1
1.007810152E1,-4.386000061E1,7.739999771E0,-5.885999680E1,7.381128960E1
1.008810065E1,-4.368000031E1,7.980000019E0,-5.903999710E1,7.387383897E1
1.009810062E1,-4.391999817E1,6.659999847E0,-5.879999924E1,7.369370222E1
1.010810058E1,-4.397999954E1,6.539999962E0,-6.011999893E1,7.477583989E1
1.011810058E1,-4.427999878E1,6.599999905E0,-5.993999863E1,7.481364666E1
1.012810058E1,-4.386000061E1,6.539999962E0,-5.993999863E1,7.456054378E1
1.013810058E1,-4.343999863E1,7.319999695E0,-5.963999939E1,7.414543414E1
1.014810142E1,-4.325999832E1,7.559999943E0,-5.981999969E1,7.420925426E1
1.015810142E1,-4.379999924E1,7.079999924E0,-5.952000046E1,7.423743521E1
1.016810142E1,-4.325999832E1,7.199999809E0,-5.934000015E1,7.378687600E1
1.017810142E1,-4.277999878E1,7.259999752E0,-5.915999985E1,7.336716891E1
1.018810232E1,-4.205999756E1,7.500000000E0,-5.729999924E1,7.147435419E1
1.019810232E1,-4.229999924E1,6.839999676E0,-5.465999985E1,6.945351765E1
1.020810235E1,-4.241999817E1,7.440000057E0,-5.436000061E1,6.935286232E1
1.021810235E1,-4.320000076E1,7.379999638E0,-5.447999954E1,6.991977410E1
1.022810235E1,-4.313999939E1,7.980000019E0,-5.465999985E1,7.008891161E1
1.023810235E1,-4.229999924E1,8.939999580E0,-5.586000061E1,7.063676943E1
1.024810235E1,-4.427999878E1,6.420000076E0,-5.447999954E1,7.049826269E1
1.025810235E1,-4.511999893E1,5.400000095E0,-5.525999832E1,7.154468337E1
1.026810235E1,-4.536000061E1,4.920000076E0,-5.568000031E1,7.198609928E1
1.027810235E1,-4.613999939E1,4.019999981E0,-5.513999939E1,7.201027341E1
1.028810151E1,-4.595999908E1,4.319999695E0,-5.669999695E1,7.311548104E1
1.029810155E1,-4.547999954E1,4.319999695E0,-5.700000000E1,7.304856436E1
1.030810151E1,-4.523999786E1,4.799999714E0,-5.861999893E1,7.420243715E1
1.031810151E1,-4.457999802E1,6.000000000E0,-6.143999863E1,7.614623861E1
1.032810151E1,-4.350000000E1,6.960000038E0,-6.359999847E1,7.736699171E1
1.033810151E1,-4.265999985E1,8.220000267E0,-6.479999542E1,7.801591759E1
1.034810235E1,-4.284000015E1,7.859999657E0,-6.522000122E1,7.842635888E1
1.035810235E1,-4.320000076E1,6.839999676E0,-6.491999817E1,7.827919151E1
1.036810235E1,-4.284000015E1,7.559999943E0,-6.504000092E1,7.824717842E1
1.037810235E1,-4.325999832E1,6.960000038E0,-6.437999725E1,7.787588267E1
1.038810321E1,-4.295999908E1,6.659999847E0,-6.335999680E1,7.684013478E1
1.039810321E1,-4.254000092E1,7.379999638E0,-6.335999680E1,7.667206314E1
1.040810325E1,-4.218000031E1,7.319999695E0,-6.269999695E1,7.592117253E1
1.041810325E1,-4.170000076E1,7.619999886E0,-6.318000031E1,7.608328923E1
1.042810324E1,-4.181999969E1,7.799999714E0,-6.419999695E1,7.701553076E1
1.043810324E1,-4.211999893E1,7.319999695E0,-6.455999756E1,7.743171179E1
1.044810324E1,-4.295999908E1,7.139999866E0,-6.491999817E1,7.817382734E1
1.045810324E1,-4.343999863E1,6.779999733E0,-6.426000214E1,7.786109267E1
1.046810324E1,-4.337999725E1,6.960000038E0,-6.389999771E1,7.754660192E1
1.047810324E1,-4.331999969E1,7.199999809E0,-6.377999878E1,7.743610666E1
1.048810238E1,-4.355999756E1,6.420000076E0,-6.389999771E1,7.760089881E1
1.049810238E1,-4.343999863E1,6.420000076E0,-6.431999969E1,7.788011455E1
1.050810234E1,-4.350000000E1,6.059999943E0,-6.450000000E1,7.803347743E1
1.051810234E1,-4.313999939E1,6.119999886E0,-6.473999786E1,7.803705062E1
1.052810234E1,-4.247999954E1,6.719999790E0,-6.450000000E1,7.752392378E1
1.053810234E1,-4.271999741E1,6.059999943E0,-6.437999725E1,7.750165046E1
1.054810238E1,-4.302000046E1,6.059999943E0,-6.443999481E1,7.771716007E1
1.055810238E1,-4.350000000E1,5.460000038E0,-6.431999969E1,7.784037488E1
1.056810238E1,-4.373999786E1,5.159999847E0,-6.443999481E1,7.805335318E1
1.057810238E1,-4.386000061E1,5.460000038E0,-6.443999481E1,7.814105314E1
1.058810321E1,-4.355999756E1,5.460000038E0,-6.395999908E1,7.757684236E1
1.059810318E1,-4.368000031E1,5.759999752E0,-6.347999954E1,7.727114834E1
1.060810318E1,-4.391999817E1,5.759999752E0,-6.335999680E1,7.730868664E1
1.061810318E1,-4.386000061E1,5.699999809E0,-6.305999756E1,7.702436591E1
1.062810318E1,-4.421999741E1,5.279999733E0,-6.311999893E1,7.724908306E1
1.063810318E1,-4.355999756E1,5.339999676E0,-6.384000015E1,7.746957211E1
1.064810318E1,-4.343999863E1,5.579999924E0,-6.437999725E1,7.786497240E1
1.065810318E1,-4.307999802E1,5.579999924E0,-6.461999512E1,7.786376819E1
1.066810318E1,-4.259999847E1,5.940000057E0,-6.479999542E1,7.777585022E1
1.067810318E1,-4.254000092E1,5.940000057E0,-6.491999817E1,7.784305647E1
1.068810228E1,-4.205999756E1,5.819999695E0,-6.473999786E1,7.742210998E1
1.069810228E1,-4.223999786E1,5.940000057E0,-6.473999786E1,7.752914512E1
1.070810224E1,-4.236000061E1,6.119999886E0,-6.497999573E1,7.780889342E1
1.071810224E1,-4.247999954E1,5.879999638E0,-6.497999573E1,7.785579363E1
1.072810224E1,-4.302000046E1,6.000000000E0,-6.540000153E1,7.851038555E1
1.073810224E1,-4.325999832E1,5.579999924E0,-6.497999573E1,7.826214729E1
1.074810224E1,-4.343999863E1,5.339999676E0,-6.486000061E1,7.824556701E1
1.075810224E1,-4.337999725E1,5.579999924E0,-6.527999878E1,7.857759733E1
1.076810224E1,-4.307999802E1,5.579999924E0,-6.527999878E1,7.841237701E1
1.077810224E1,-4.320000076E1,5.339999676E0,-6.576000214E1,7.886148327E1
1.078810311E1,-4.320000076E1,4.619999886E0,-6.473999786E1,7.796699166E1
1.079810314E1,-4.373999786E1,4.259999752E0,-6.413999939E1,7.775136354E1
1.080810317E1,-4.368000031E1,4.139999866E0,-6.408000183E1,7.766162927E1
1.081810317E1,-4.373999786E1,4.199999809E0,-6.389999771E1,7.755022320E1
1.082810317E1,-4.470000076E1,3.539999962E0,-6.371999741E1,7.791572202E1
1.083810317E1,-4.421999741E1,3.419999838E0,-6.323999786E1,7.724248766E1
1.084810314E1,-4.409999847E1,3.539999962E0,-6.311999893E1,7.708096866E1
1.085810314E1,-4.391999817E1,3.839999914E0,-6.347999954E1,7.728791743E1
1.086810314E1,-4.295999908E1,4.859999657E0,-6.443999481E1,7.759957506E1
1.087810314E1,-4.343999863E1,4.859999657E0,-6.533999634E1,7.861277376E1
1.088810227E1,-4.361999893E1,4.500000000E0,-6.576000214E1,7.904006698E1
1.089810227E1,-4.355999756E1,4.440000057E0,-6.533999634E1,7.865432035E1
1.090810227E1,-4.391999817E1,3.839999914E0,-6.468000031E1,7.827652444E1
1.091810227E1,-4.307999802E1,4.199999809E0,-6.419999695E1,7.742845624E1
1.092810227E1,-4.277999878E1,3.959999800E0,-6.408000183E1,7.714957245E1
1.093810227E1,-4.289999771E1,3.599999905E0,-6.426000214E1,7.734802956E1
1.094810227E1,-4.271999741E1,3.899999857E0,-6.486000061E1,7.776263792E1
1.095810227E1,-4.361999893E1,3.119999886E0,-6.461999512E1,7.802680613E1
1.096810227E1,-4.337999725E1,3.779999971E0,-6.413999939E1,7.752452569E1
1.097810227E1,-4.307999802E1,4.079999924E0,-6.443999481E1,7.762116696E1
1.098810317E1,-4.343999863E1,3.839999914E0,-6.395999908E1,7.741227656E1
1.099810317E1,-4.302000046E1,4.139999866E0,-6.431999969E1,7.749143436E1
1.100810321E1,-4.379999924E1,3.659999847E0,-6.473999786E1,7.825025786E1
1.101810321E1,-4.421999741E1,3.000000000E0,-6.359999847E1,7.752011337E1
1.102810321E1,-4.434000015E1,2.700000048E0,-6.257999802E1,7.674361058E1
1.103810321E1,-4.518000031E1,1.679999948E0,-6.084000015E1,7.579947524E1
1.104810324E1,-4.518000031E1,1.259999990E0,-5.957999802E1,7.478366260E1
1.105810324E1,-4.487999725E1,1.319999933E0,-5.981999969E1,7.479564771E1
1.106810324E1,-4.415999985E1,1.919999957E0,-6.125999832E1,7.554190480E1
1.107810324E1,-4.355999756E1,2.460000038E0,-6.150000000E1,7.540407806E1
1.108810237E1,-4.355999756E1,2.399999857E0,-6.227999878E1,7.603967145E1
1.109810234E1,-4.313999939E1,3.000000000E0,-6.293999863E1,7.636427813E1
1.110810230E1,-4.320000076E1,3.000000000E0,-6.257999802E1,7.610188051E1
1.111810230E1,-4.295999908E1,3.539999962E0,-6.371999741E1,7.693069082E1
1.112810230E1,-4.277999878E1,3.240000010E0,-6.347999954E1,7.661811951E1
1.113810230E1,-4.337999725E1,3.059999943E0,-6.347999954E1,7.694737230E1
1.114810230E1,-4.313999939E1,3.119999886E0,-6.353999710E1,7.686432969E1
1.115810230E1,-4.325999832E1,2.939999819E0,-6.318000031E1,7.662756353E1
1.116810230E1,-4.295999908E1,3.779999971E0,-6.371999741E1,7.694210805E1
1.117810230E1,-4.265999985E1,3.419999838E0,-6.287999725E1,7.606225109E1
1.118810317E1,-4.331999969E1,2.759999990E0,-6.335999680E1,7.680318462E1
1.119810317E1,-4.302000046E1,3.059999943E0,-6.300000000E1,7.634843835E1
1.120810320E1,-4.325999832E1,2.939999819E0,-6.311999893E1,7.657809947E1
1.121810320E1,-4.265999985E1,3.959999800E0,-6.443999481E1,7.738262154E1
1.122810320E1,-4.241999817E1,4.559999943E0,-6.461999512E1,7.743380149E1
1.123810320E1,-4.355999756E1,3.839999914E0,-6.497999573E1,7.832380756E1
1.124810320E1,-4.404000092E1,3.179999828E0,-6.443999481E1,7.811624038E1
1.125810320E1,-4.452000046E1,2.639999866E0,-6.401999664E1,7.802281724E1
1.126810320E1,-4.463999939E1,2.339999914E0,-6.341999817E1,7.759060067E1
1.127810320E1,-4.452000046E1,1.679999948E0,-6.287999725E1,7.706326554E1
1.128810237E1,-4.421999741E1,1.620000005E0,-6.125999832E1,7.556996735E1
1.129810240E1,-4.421999741E1,1.919999957E0,-6.168000031E1,7.591783063E1
1.130810237E1,-4.379999924E1,1.799999952E0,-6.203999710E1,7.596473638E1
1.131810237E1,-4.295999908E1,2.700000048E0,-6.252000046E1,7.590521707E1
1.132810237E1,-4.331999969E1,2.460000038E0,-6.419999695E1,7.748750597E1
1.133810237E1,-4.397999954E1,1.740000010E0,-6.468000031E1,7.823535262E1
1.134810233E1,-4.415999985E1,1.740000010E0,-6.509999847E1,7.868381656E1
1.135810233E1,-4.434000015E1,1.679999948E0,-6.515999603E1,7.883326136E1
1.136810233E1,-4.386000061E1,1.379999995E0,-6.461999512E1,7.811112483E1
1.137810233E1,-4.350000000E1,1.319999933E0,-6.384000015E1,7.726278547E1
1.138810320E1,-4.320000076E1,1.860000014E0,-6.359999847E1,7.690682331E1
1.139810320E1,-4.302000046E1,1.919999957E0,-6.329999924E1,7.655910620E1
1.140810323E1,-4.295999908E1,2.939999819E0,-6.335999680E1,7.660740378E1
1.141810323E1,-4.277999878E1,3.119999886E0,-6.329999924E1,7.646406083E1
1.142810323E1,-4.289999771E1,2.700000048E0,-6.293999863E1,7.621773567E1
1.143810323E1,-4.313999939E1,2.460000038E0,-6.300000000E1,7.639444448E1
1.144810323E1,-4.361999893E1,1.799999952E0,-6.323999786E1,7.684557005E1
1.145810323E1,-4.373999786E1,1.620000005E0,-6.329999924E1,7.695909119E1
1.146810323E1,-4.379999924E1,1.979999900E0,-6.341999817E1,7.710030156E1
1.147810323E1,-4.391999817E1,1.259999990E0,-6.221999741E1,7.617008544E1
1.148810237E1,-4.397999954E1,1.199999928E0,-6.150000000E1,7.561699782E1
1.149810237E1,-4.445999908E1,5.999999866E-2,-6.059999847E1,7.516019514E1
1.150810233E1,-4.415999985E1,0.000000000E0,-6.077999878E1,7.512864858E1
1.151810233E1,-4.368000031E1,7.799999714E-1,-6.239999771E1,7.617289899E1
1.152810233E1,-4.313999939E1,1.139999986E0,-6.365999985E1,7.690874286E1
1.153810233E1,-4.331999969E1,1.679999948E0,-6.359999847E1,7.697015382E1
1.154810236E1,-4.379999924E1,1.019999981E0,-6.341999817E1,7.708162233E1
1.155810236E1,-4.391999817E1,1.259999990E0,-6.329999924E1,7.705480999E1
1.156810237E1,-4.386000061E1,1.199999928E0,-6.287999725E1,7.667485708E1
1.157810237E1,-4.331999969E1,1.379999995E0,-6.287999725E1,7.637028760E1
1.158810320E1,-4.313999939E1,1.559999943E0,-6.287999725E1,7.627179821E1
1.159810316E1,-4.355999756E1,1.019999981E0,-6.269999695E1,7.635314928E1
1.160810316E1,-4.386000061E1,3.599999845E-1,-6.209999847E1,7.602788346E1
1.161810316E1,-4.343999863E1,2.399999946E-1,-6.168000031E1,7.544212032E1
1.162810316E1,-4.361999893E1,-2.399999946E-1,-6.131999969E1,7.525227086E1
1.163810316E1,-4.350000000E1,1.199999973E-1,-6.203999710E1,7.577087594E1
1.164810316E1,-4.337999725E1,4.199999869E-1,-6.245999908E1,7.604769587E1
1.165810316E1,-4.350000000E1,9.599999785E-1,-6.353999710E1,7.700975803E1
1.166810316E1,-4.284000015E1,1.199999928E0,-6.389999771E1,7.694098596E1
1.167810316E1,-4.259999847E1,8.999999762E-1,-6.335999680E1,7.635482345E1
1.168810230E1,-4.247999954E1,7.199999690E-1,-6.377999878E1,7.663522040E1
1.169810230E1,-4.302000046E1,4.199999869E-1,-6.341999817E1,7.663545529E1
1.170810226E1,-4.368000031E1,1.199999973E-1,-6.329999924E1,7.690804074E1
1.171810226E1,-4.368000031E1,5.999999866E-2,-6.300000000E1,7.666124201E1
1.172810226E1,-4.355999756E1,3.599999845E-1,-6.305999756E1,7.664310980E1
1.173810226E1,-4.391999817E1,-4.799999893E-1,-6.252000046E1,7.640645978E1
1.174810226E1,-4.368000031E1,-4.799999893E-1,-6.269999695E1,7.641637550E1
1.175810226E1,-4.355999756E1,-4.799999893E-1,-6.347999954E1,7.698970145E1
1.176810226E1,-4.350000000E1,-5.999999866E-2,-6.384000015E1,7.725153215E1
1.177810226E1,-4.271999741E1,4.199999869E-1,-6.419999695E1,7.711558978E1
1.178810313E1,-4.313999939E1,0.000000000E0,-6.371999741E1,7.694996827E1
1.179810316E1,-4.320000076E1,2.399999946E-1,-6.395999908E1,7.718276458E1
1.180810320E1,-4.331999969E1,-2.999999821E-1,-6.389999771E1,7.720053161E1
1.181810320E1,-4.331999969E1,-1.199999973E-1,-6.468000031E1,7.784689598E1
1.182810320E1,-4.295999908E1,2.399999946E-1,-6.509999847E1,7.799762126E1
1.183810320E1,-4.350000000E1,-4.799999893E-1,-6.450000000E1,7.779929563E1
1.184810316E1,-4.302000046E1,-4.799999893E-1,-6.450000000E1,7.753193432E1
1.185810316E1,-4.368000031E1,-7.799999714E-1,-6.408000183E1,7.755512531E1
1.186810316E1,-4.373999786E1,-1.259999990E0,-6.323999786E1,7.690300607E1
1.187810316E1,-4.379999924E1,-1.319999933E0,-6.263999939E1,7.644574453E1
1.188810229E1,-4.386000061E1,-1.259999990E0,-6.281999969E1,7.662662471E1
1.189810229E1,-4.361999893E1,-1.259999990E0,-6.318000031E1,7.678544358E1
1.190810229E1,-4.307999802E1,-7.799999714E-1,-6.377999878E1,7.697001282E1
1.191810229E1,-4.259999847E1,-1.799999923E-1,-6.479999542E1,7.754889862E1
1.192810229E1,-4.259999847E1,-1.199999973E-1,-6.455999756E1,7.734835198E1
1.193810229E1,-4.265999985E1,-1.199999973E-1,-6.486000061E1,7.763188563E1
1.194810229E1,-4.320000076E1,-5.999999642E-1,-6.431999969E1,7.748330418E1
1.195810229E1,-4.331999969E1,-9.599999785E-1,-6.365999985E1,7.700739935E1
1.196810229E1,-4.325999832E1,-1.199999928E0,-6.329999924E1,7.667957589E1
1.197810229E1,-4.320000076E1,-1.439999938E0,-6.234000015E1,7.585900925E1
1.198810316E1,-4.313999939E1,-1.199999928E0,-6.311999893E1,7.646328408E1
1.199810316E1,-4.277999878E1,-1.199999928E0,-6.384000015E1,7.685775117E1
1.200810319E1,-4.307999802E1,-1.019999981E0,-6.408000183E1,7.722158548E1
1.201810319E1,-4.284000015E1,-1.379999995E0,-6.323999786E1,7.639677574E1
1.202810319E1,-4.271999741E1,-1.379999995E0,-6.305999756E1,7.618048221E1
1.203810319E1,-4.271999741E1,-1.079999924E0,-6.335999680E1,7.642417008E1
1.204810323E1,-4.284000015E1,-1.679999948E0,-6.335999680E1,7.650213858E1
1.205810323E1,-4.229999924E1,-1.019999981E0,-6.504000092E1,7.759208758E1
1.206810323E1,-4.241999817E1,-1.139999986E0,-6.468000031E1,7.735798785E1
1.207810323E1,-4.320000076E1,-2.279999971E0,-6.305999756E1,7.647222867E1
1.208810239E1,-4.325999832E1,-1.679999948E0,-6.335999680E1,7.673811992E1
1.209810236E1,-4.386000061E1,-2.159999847E0,-6.287999725E1,7.669588847E1
1.210810232E1,-4.343999863E1,-1.740000010E0,-6.389999771E1,7.728693802E1
1.211810232E1,-4.259999847E1,-9.599999785E-1,-6.468000031E1,7.745439890E1
1.212810232E1,-4.247999954E1,-1.139999986E0,-6.509999847E1,7.774226497E1
1.213810232E1,-4.229999924E1,-1.139999986E0,-6.479999542E1,7.739269308E1
1.214810232E1,-4.284000015E1,-2.039999962E0,-6.384000015E1,7.690886056E1
1.215810232E1,-4.289999771E1,-2.220000029E0,-6.359999847E1,7.674827692E1
1.216810232E1,-4.265999985E1,-2.639999866E0,-6.323999786E1,7.632917212E1
1.217810232E1,-4.211999893E1,-2.159999847E0,-6.359999847E1,7.631329973E1
1.218810319E1,-4.229999924E1,-2.220000029E0,-6.365999985E1,7.646446179E1
1.219810319E1,-4.259999847E1,-2.279999971E0,-6.389999771E1,7.683207649E1
1.220810322E1,-4.247999954E1,-2.099999905E0,-6.413999939E1,7.696037865E1
1.221810322E1,-4.254000092E1,-2.519999981E0,-6.431999969E1,7.715610435E1
1.222810322E1,-4.247999954E1,-2.639999866E0,-6.455999756E1,7.732731241E1
1.223810322E1,-4.265999985E1,-3.539999962E0,-6.384000015E1,7.686320840E1
1.224810322E1,-4.247999954E1,-3.720000029E0,-6.341999817E1,7.642306543E1
1.225810322E1,-4.289999771E1,-3.720000029E0,-6.305999756E1,7.635975050E1
1.226810322E1,-4.247999954E1,-3.539999962E0,-6.239999771E1,7.557011099E1
1.227810322E1,-4.277999878E1,-3.359999895E0,-6.257999802E1,7.587933873E1
1.228810239E1,-4.295999908E1,-3.480000019E0,-6.263999939E1,7.603579055E1
1.229810242E1,-4.284000015E1,-3.899999857E0,-6.185999680E1,7.534676380E1
1.230810239E1,-4.277999878E1,-3.839999914E0,-6.137999725E1,7.491580579E1
1.231810239E1,-4.223999786E1,-4.139999866E0,-5.981999969E1,7.334704753E1
1.232810239E1,-4.289999771E1,-4.859999657E0,-5.843999863E1,7.265853590E1
1.233810239E1,-4.343999863E1,-4.799999714E0,-5.777999878E1,7.244723416E1
1.234810235E1,-4.409999847E1,-5.699999809E0,-5.663999939E1,7.200964792E1
1.235810235E1,-4.355999756E1,-5.699999809E0,-5.423999786E1,6.979928906E1
1.236810235E1,-4.481999969E1,-8.220000267E0,-4.818000031E1,6.631525621E1
1.237810235E1,-4.565999985E1,-1.019999981E1,-4.343999863E1,6.384284661E1
1.238810319E1,-4.643999863E1,-1.092000008E1,-4.079999924E1,6.277387842E1
1.239810319E1,-4.836000061E1,-1.235999966E1,-4.025999832E1,6.412742561E1
1.240810322E1,-4.859999847E1,-1.188000011E1,-4.271999741E1,6.578823932E1
1.241810322E1,-4.865999985E1,-1.103999996E1,-4.577999878E1,6.771621277E1
1.242810322E1,-4.823999786E1,-1.092000008E1,-4.686000061E1,6.813371744E1
1.243810322E1,-4.734000015E1,-1.007999992E1,-5.009999847E1,6.966126513E1
1.244810322E1,-4.577999878E1,-8.460000038E0,-5.327999878E1,7.075406814E1
1.245810322E1,-4.457999802E1,-7.919999599E0,-5.543999863E1,7.157999766E1
1.246810322E1,-4.415999985E1,-8.099999428E0,-5.741999817E1,7.288876297E1
1.247810322E1,-4.397999954E1,-7.259999752E0,-5.843999863E1,7.349953330E1
1.248810239E1,-4.404000092E1,-7.379999638E0,-5.915999985E1,7.412079099E1
1.249810239E1,-4.373999786E1,-7.319999695E0,-5.927999878E1,7.403302009E1
1.250810235E1,-4.331999969E1,-6.299999714E0,-6.077999878E1,7.490340861E1
1.251810235E1,-4.259999847E1,-7.679999828E0,-5.909999847E1,7.325675455E1
1.252810235E1,-4.193999863E1,-7.199999809E0,-5.945999908E1,7.311836276E1
1.253810235E1,-4.254000092E1,-7.679999828E0,-5.921999741E1,7.331877091E1
1.254810238E1,-4.236000061E1,-7.559999943E0,-5.855999756E1,7.266908947E1
1.255810239E1,-4.289999771E1,-6.960000038E0,-5.981999969E1,7.394108308E1
1.256810239E1,-4.302000046E1,-7.379999638E0,-5.945999908E1,7.376094038E1
1.257810239E1,-4.236000061E1,-7.019999981E0,-5.969999695E1,7.353733533E1
1.258810322E1,-4.187999725E1,-6.839999676E0,-5.921999741E1,7.285415471E1
1.259810318E1,-4.145999908E1,-6.420000076E0,-5.723999786E1,7.096876271E1
1.260810318E1,-4.181999969E1,-6.719999790E0,-5.555999756E1,6.986404011E1
1.261810318E1,-4.271999741E1,-7.919999599E0,-5.393999863E1,6.926216878E1
1.262810318E1,-4.355999756E1,-8.699999809E0,-5.459999847E1,7.038695346E1
1.263810318E1,-4.434000015E1,-9.960000038E0,-5.615999985E1,7.224391183E1
1.264810318E1,-4.397999954E1,-9.719999313E0,-5.784000015E1,7.330882869E1
1.265810318E1,-4.307999802E1,-8.579999924E0,-5.952000046E1,7.397386756E1
1.266810318E1,-4.265999985E1,-8.760000229E0,-5.921999741E1,7.350932787E1
1.267810318E1,-4.187999725E1,-7.619999886E0,-6.018000031E1,7.371316711E1
1.268810245E1,-4.271999741E1,-8.039999962E0,-6.023999786E1,7.428658776E1
1.269810245E1,-4.265999985E1,-8.220000267E0,-6.018000031E1,7.422315291E1
1.270810242E1,-4.218000031E1,-7.379999638E0,-6.089999771E1,7.444747505E1
1.271810242E1,-4.163999939E1,-7.019999981E0,-6.150000000E1,7.460174226E1
1.272810242E1,-4.055999756E1,-6.059999943E0,-6.257999802E1,7.482040599E1
1.273810242E1,-4.055999756E1,-6.000000000E0,-6.347999954E1,7.556999235E1
1.274810242E1,-3.984000015E1,-5.639999866E0,-6.389999771E1,7.551321022E1
1.275810242E1,-3.984000015E1,-5.879999638E0,-6.431999969E1,7.588716867E1
1.276810242E1,-3.929999924E1,-5.639999866E0,-6.426000214E1,7.553573600E1
1.277810242E1,-3.881999969E1,-5.159999847E0,-6.455999756E1,7.550901443E1
1.278810325E1,-3.923999786E1,-5.759999752E0,-6.426000214E1,7.551359417E1
1.279810328E1,-3.839999771E1,-5.219999790E0,-6.359999847E1,7.447662739E1
1.280810332E1,-3.839999771E1,-5.519999981E0,-6.353999710E1,7.444703792E1
1.281810332E1,-3.839999771E1,-5.639999866E0,-6.257999802E1,7.363847890E1
1.282810332E1,-3.845999908E1,-5.940000057E0,-6.293999863E1,7.399931457E1
1.283810332E1,-3.965999985E1,-6.839999676E0,-6.300000000E1,7.475761622E1
1.284810328E1,-3.995999908E1,-6.899999619E0,-6.318000031E1,7.507412311E1
1.285810328E1,-3.995999908E1,-7.079999924E0,-6.323999786E1,7.514136847E1
1.286810328E1,-3.984000015E1,-6.659999847E0,-6.300000000E1,7.483703101E1
1.287810328E1,-3.929999924E1,-6.299999714E0,-6.311999893E1,7.462113777E1
1.288810241E1,-3.893999863E1,-7.079999924E0,-6.221999741E1,7.374129080E1
1.289810241E1,-3.815999985E1,-6.239999771E0,-6.287999725E1,7.381745891E1
1.290810241E1,-3.791999817E1,-6.539999962E0,-6.311999893E1,7.392450288E1
1.291810241E1,-3.804000092E1,-7.079999924E0,-6.281999969E1,7.378021707E1
1.292810241E1,-3.791999817E1,-6.719999790E0,-6.389999771E1,7.460760260E1
1.293810241E1,-3.791999817E1,-7.199999809E0,-6.395999908E1,7.470373311E1
1.294810241E1,-3.761999893E1,-6.839999676E0,-6.389999771E1,7.446650000E1
