"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
8.239474198E1,-1.839468032E-1,-2.143373489E-1,-5.269476175E-1
8.249474202E1,-4.069126248E-1,4.692208767E-1,-2.929862440E-1
8.259474135E1,-6.482807547E-2,1.008691266E-1,-1.708131880E-1
8.269474141E1,1.770745665E-1,-7.750352472E-2,-1.616502106E-1
8.279474141E1,3.664427996E-1,2.242639065E-1,1.517236531E-1
8.289474135E1,-3.647629023E-1,-4.843397737E-1,-2.603813075E-2
8.299474135E1,3.046690486E-2,-4.391357601E-1,2.641228735E-1
8.309474135E1,-2.205987126E-1,-4.043164253E-1,-1.842522323E-1
8.319474135E1,1.245401502E-1,-4.451680556E-2,-1.830305010E-1
8.329474135E1,3.884339333E-1,-7.872525603E-2,-1.946369410E-1
8.339474135E1,-2.322051525E-1,-4.409683347E-1,-6.326273084E-1
8.349474131E1,-4.484514594E-1,4.528038576E-2,-2.306779921E-1
8.359474131E1,-1.882228553E-1,1.075886413E-1,-8.956811577E-2
8.369474131E1,3.749949038E-1,3.123048507E-2,5.276348442E-2
8.379474131E1,4.263075888E-1,2.450333238E-1,-9.384417534E-2
8.389474131E1,1.763873361E-2,1.155298874E-1,1.498910636E-1
8.399467686E1,-5.205335617E-1,-4.763985276E-1,-4.619668424E-2
8.409467686E1,-3.501021564E-1,1.552361250E-1,1.199586615E-1
8.419467686E1,1.117119789E-1,-1.062141955E-1,1.957059503E-1
8.429467660E1,-4.039346427E-2,1.662317067E-1,-1.023962870E-1
8.439467660E1,5.978843570E-2,6.238461286E-2,9.002626687E-2
8.449467656E1,1.398117840E-1,-5.087743998E-1,4.115704447E-2
8.459467656E1,-9.598220140E-2,6.910412759E-2,-1.934152097E-1
8.469467653E1,7.322747260E-2,1.662317067E-1,-1.005636901E-1
8.479467653E1,8.666650951E-2,2.199878395E-1,-1.671480089E-1
8.489467653E1,-2.126574665E-1,6.971499324E-2,1.688278764E-1
8.499467653E1,-1.625665128E-1,-5.619196892E-1,2.164753675E-1
8.509467653E1,-3.684281111E-1,1.760055423E-1,5.765040591E-2
8.519467656E1,2.363284975E-1,-1.294270754E-1,2.738966942E-1
8.529467656E1,2.913063765E-1,9.048441797E-2,-3.092505224E-2
8.539467656E1,7.635052204E-1,4.105778039E-1,4.058435857E-1
8.549467653E1,-2.419789881E-1,-2.125047445E-1,-7.429648191E-2
8.559467653E1,-1.534035355E-1,-1.580613852E-2,-1.928043365E-1
8.569467663E1,5.673411116E-2,4.894557595E-2,-1.824196279E-1
8.579467663E1,3.859904706E-1,4.032474160E-1,3.001639247E-1
8.589467666E1,-1.674534380E-1,4.643339515E-1,2.036471963E-1
8.599464333E1,-2.756529488E-2,-1.972331107E-1,3.465896547E-1
8.609460999E1,-3.550654277E-2,-5.429064855E-2,1.822669208E-1
8.619454336E1,4.049273133E-1,-2.155590802E-1,3.068834245E-1
8.629447669E1,1.905135959E-1,-1.758528352E-1,-1.329395473E-1
8.639441002E1,3.872122169E-1,3.299435973E-1,2.038762718E-2
8.649434346E1,-4.589125142E-2,1.680642962E-1,-5.230533704E-2
8.659427746E1,-8.437576145E-2,1.204168126E-1,5.032002553E-2
8.669421076E1,1.178206354E-1,1.718058437E-2,-1.964695305E-1
8.679414409E1,1.642463952E-1,1.253037304E-1,-1.323286891E-1
8.689407742E1,2.082286924E-1,3.048981130E-1,3.099377453E-1
8.699401076E1,1.141554415E-1,1.240820065E-1,2.409099787E-1
8.709394409E1,-5.278639197E-1,-6.223189831E-2,-8.933904581E-3
8.719387746E1,1.740202308E-1,-1.966222525E-1,3.429244757E-1
8.729381079E1,1.214858219E-1,-2.015091777E-1,-1.115592644E-1
8.739374412E1,1.685224473E-1,2.877938747E-1,1.205695271E-1
8.749367745E1,-8.865182102E-2,3.158936799E-1,-9.384417534E-2
8.759361082E1,-1.344667077E-1,1.161407530E-1,1.761582643E-1
8.769354419E1,1.605812013E-1,9.781479836E-2,1.926516294E-1
8.779344415E1,1.385900527E-1,-4.199698567E-3,6.620252132E-2
8.789334412E1,-6.795875728E-3,3.592651188E-1,3.221550584E-1
8.799324412E1,-3.611740842E-2,2.963460088E-1,6.131559983E-2
8.809314422E1,-1.161407530E-1,-8.727737516E-2,9.392052889E-3
8.819304422E1,1.453095675E-1,-3.731622994E-1,2.525164187E-1
8.829294422E1,4.482987225E-1,-2.803107798E-1,8.170322515E-3
8.839284422E1,5.814673305E-1,-9.697485715E-3,6.436992437E-2
8.849274422E1,-1.112538353E-1,2.297616899E-1,-3.400228620E-1
8.859264422E1,-2.804635167E-1,6.604980677E-2,-1.274417639E-1
8.869254408E1,2.235003263E-1,3.550654277E-2,1.895972937E-1
8.879244405E1,4.531856477E-1,-1.367574632E-1,1.657735556E-1
8.889234405E1,-9.850202128E-3,-2.827542424E-1,-1.781435758E-1
8.899227738E1,-1.766164154E-1,-6.345362961E-2,-2.990948856E-1
8.909221078E1,-3.421608806E-1,-2.265546471E-1,-1.396590620E-1
8.919217745E1,5.978843570E-2,-2.557998151E-2,1.034653038E-1
8.929214415E1,2.161699384E-1,4.283692688E-2,-2.990948856E-1
8.939211082E1,4.293619096E-1,5.322163552E-2,1.169043332E-1
8.949207738E1,3.334560692E-1,9.537133574E-2,5.276348442E-2
8.959204315E1,-3.317761719E-1,2.829069793E-1,-1.443169173E-2
8.969201008E1,-2.230421752E-1,8.009970188E-2,-8.040513843E-2
8.979197671E1,-1.173624843E-1,6.177374721E-2,-2.172389477E-1
8.989194345E1,3.377321362E-1,1.986075640E-1,1.297325045E-1
8.999191011E1,-1.002582610E-1,-4.696026444E-2,6.559165567E-2
9.009187701E1,-5.132031441E-1,-4.776202738E-1,1.596648991E-1
9.019184368E1,-5.016730726E-2,-4.451680556E-2,2.586250603E-1
9.029181038E1,1.819614917E-1,-4.379140139E-1,7.414376736E-2
9.039177704E1,-1.411862224E-1,-4.573853686E-2,-2.496148050E-1
9.049174371E1,-5.681810379E-1,-3.535382450E-2,-1.970804036E-1
9.059171034E1,-9.850202128E-3,-1.184315011E-1,2.409099787E-1
9.069167701E1,-8.987355232E-2,2.560288906E-1,7.841982692E-2
9.079167701E1,3.835470080E-1,1.466840208E-1,5.115996581E-3
9.089167701E1,3.047454059E-1,-2.577087879E-1,-7.918340713E-2
9.099167701E1,-2.370920777E-1,-2.919172347E-1,-2.037999183E-1
9.109167691E1,-4.869359732E-1,-3.236822188E-1,-7.735081017E-2
9.119167691E1,1.519527286E-2,-2.985603921E-2,2.586250603E-1
9.129167694E1,2.906954885E-1,-1.275181212E-2,4.333325326E-1
9.139167694E1,2.650391459E-1,-1.703550518E-1,-1.603521290E-3
9.149167694E1,-3.989713490E-1,-1.220966876E-1,-4.707480371E-1
9.159167761E1,-3.922518492E-1,1.167516187E-1,-3.833943009E-1
9.169167761E1,-2.981785834E-1,-7.322747260E-2,-2.355649173E-1
9.179167761E1,1.837940812E-1,1.680642962E-1,-6.024658307E-2
9.189167761E1,3.542254865E-1,3.916409910E-1,8.819366992E-2
9.199167764E1,-9.292787313E-2,4.466952011E-2,1.248455867E-1
9.209167757E1,-9.476047009E-2,-5.325981379E-1,7.108944654E-2
9.219167757E1,-1.008691266E-1,1.229366288E-2,2.311361432E-1
9.229167754E1,3.779728711E-2,2.034944892E-1,3.239876628E-1
9.239167754E1,-1.301906556E-1,-1.519527286E-2,-2.661081851E-1
9.249167754E1,-1.033125818E-1,3.372739851E-1,-1.940260679E-1
9.259167777E1,-3.055089712E-1,-2.729803920E-1,-1.604284793E-1
9.269167754E1,5.856670439E-2,-8.910996467E-2,-1.433242559E-1
9.279167754E1,2.607631087E-1,-2.302198410E-1,-1.133918613E-1
9.289167747E1,2.858085632E-1,-5.062545836E-2,7.353290170E-2
9.299167747E1,-1.411862224E-1,2.486985177E-1,-8.323038928E-3
9.309167724E1,-2.254856378E-1,-3.120757937E-1,1.682170182E-1
9.319167724E1,-2.804635167E-1,-2.069306001E-2,2.531272769E-1
9.329167720E1,1.795180291E-1,-7.254024968E-3,2.030363381E-1
9.339167720E1,2.735912800E-1,3.195588887E-1,-1.201113760E-1
9.349167730E1,3.316234648E-1,1.167516187E-1,1.498910636E-1
9.359167730E1,-8.620835841E-2,-3.939317167E-1,1.395063549E-1
9.369167730E1,1.208749637E-1,6.849326193E-2,-3.947716579E-2
9.379167730E1,1.990657151E-1,2.926808000E-1,-2.214386594E-3
9.389167734E1,2.693152130E-1,2.578614950E-1,9.185886383E-2
9.399167734E1,-5.574145354E-3,8.376489580E-2,3.985132277E-1
9.409135997E1,-2.822960913E-1,-2.888629138E-1,1.156826094E-1
9.419135997E1,-2.670244575E-1,-2.924517356E-2,1.419498175E-1
9.429136004E1,1.367574632E-1,-1.721876413E-1,1.388954818E-1
9.439136004E1,2.253329158E-1,-1.141554415E-1,-2.664899640E-2
9.449136004E1,-5.394703746E-1,-1.563051492E-1,-2.618321180E-1
9.459135920E1,-2.303725630E-1,4.496731758E-1,8.880453557E-2
9.469135920E1,-2.297616899E-1,3.085633218E-1,-1.543198377E-1
9.479135920E1,3.957643211E-1,1.308015138E-1,3.871358559E-2
9.489135920E1,4.134794176E-1,1.570687294E-1,2.024254650E-1
9.499135917E1,3.841578662E-1,7.007387877E-1,5.603924990E-1
9.509135917E1,-1.473712362E-2,3.000875562E-2,3.227659166E-1
9.519135914E1,-3.329979181E-1,3.348305225E-1,5.115996581E-3
9.529135917E1,1.098793894E-1,-1.330922693E-1,1.798234582E-1
9.539135917E1,3.517820239E-1,8.009970188E-2,1.977676153E-2
9.549135920E1,2.619848251E-1,2.548071742E-1,2.290744742E-4
9.559135920E1,4.573853686E-2,-1.483639032E-1,8.758280426E-2
9.569135920E1,-2.706896663E-1,-5.490151420E-2,-1.946369410E-1
9.579135920E1,9.644035250E-2,7.765624672E-2,-4.925100878E-2
9.589135920E1,2.027309090E-1,-6.345362961E-2,-3.520110995E-2
9.599135920E1,2.118938863E-1,2.377029359E-1,5.948300287E-2
9.609135920E1,-1.595121920E-1,4.851033688E-1,5.726861767E-3
9.619135920E1,-2.810743749E-1,-4.085161164E-2,9.430231899E-2
9.629135923E1,1.618029326E-1,1.908953884E-3,3.490331173E-1
9.639135923E1,2.167807966E-1,-3.688862622E-1,4.054617882E-2
9.649135913E1,2.977967961E-3,1.908953884E-3,-2.752711475E-1
9.659135980E1,-5.028184652E-1,-2.632065713E-1,-5.886450410E-1
9.669135977E1,-7.887033820E-1,4.203516543E-1,-4.573090076E-1
9.679135977E1,3.168863431E-2,-5.367978290E-2,-2.325105816E-1
9.689135977E1,2.253329158E-1,-1.080467924E-1,-2.990948856E-1
9.699135977E1,2.662608922E-1,3.110067546E-1,4.543310404E-2
9.709135977E1,-6.023895144E-1,-3.481168449E-1,-3.785073757E-1
9.719135977E1,-2.560288906E-1,-3.731622994E-1,1.419498175E-1
9.729135967E1,-1.143081561E-1,-2.424371392E-1,3.184898794E-1
9.739135967E1,1.899027377E-1,-2.845868468E-1,1.700496078E-1
9.749135967E1,2.271655202E-1,9.292787313E-2,-9.323330969E-2
9.759135960E1,-3.079524338E-1,-2.021200359E-1,-3.485749662E-1
9.769135960E1,-1.753946841E-1,9.842566401E-2,-1.567633003E-1
9.779135960E1,-9.964739531E-2,8.804095536E-2,-1.787544489E-1
9.789135967E1,1.428661048E-1,1.802816093E-1,3.443752974E-2
9.799135966E1,3.481168449E-1,5.223661661E-1,2.543490231E-1
9.809135967E1,-2.994003296E-1,9.598220140E-2,3.894265974E-3
9.819135970E1,-1.906663179E-1,-4.660138190E-1,3.630830348E-1
9.829135966E1,-3.843106031E-1,1.436296850E-1,8.575020730E-2
9.839135966E1,6.834054738E-2,1.412625890E-2,8.758280426E-2
9.849135963E1,1.911244690E-1,2.236530334E-1,6.681338698E-2
9.859135963E1,2.748129964E-1,6.185010541E-3,2.427425832E-1
9.869135963E1,-1.851685345E-1,-5.380959511E-1,-2.294562608E-1
9.879135963E1,-3.769802153E-1,1.717294902E-1,-3.174208403E-1
9.889135963E1,4.110359550E-1,3.421608806E-1,4.543310404E-2
9.899135963E1,4.018729627E-1,-4.329507425E-2,-1.940260679E-1
9.909135963E1,3.157409728E-1,3.830888569E-1,2.574033439E-1
9.919135963E1,-4.423427880E-1,2.939025462E-1,-1.524872333E-1
9.929135960E1,-9.231700748E-2,-2.344958931E-1,2.647337317E-1
9.939135960E1,3.969860375E-1,-1.782962978E-1,4.712061882E-1
9.949132626E1,2.986367345E-1,-3.304017484E-1,1.916589774E-2
9.959129226E1,6.895141304E-2,1.124755666E-1,-1.555415690E-1
9.969125896E1,-2.077705413E-1,2.315942794E-1,-3.302490115E-1
9.979122563E1,-5.535202622E-1,2.645809948E-1,-1.225548387E-1
9.989119229E1,2.313652076E-2,1.332449764E-1,2.290744742E-4
9.999115896E1,2.583196461E-1,3.000875562E-2,-8.956811577E-2
1.000911256E2,1.379791945E-1,1.839468032E-1,7.964155823E-2
1.001910923E2,-1.821141988E-1,-8.239044994E-2,-1.439351290E-1
1.002910590E2,-7.460191846E-2,-3.340669274E-1,2.054798007E-1
1.003910256E2,-2.084577642E-2,-1.856266707E-1,2.958878577E-1
1.004909923E2,1.111011133E-1,-3.438407779E-1,5.115996581E-3
1.005909592E2,1.972331107E-1,-4.403574765E-1,-2.007455975E-1
1.006909259E2,-4.533383846E-1,-2.613739669E-1,-6.515641212E-1
1.007908925E2,-6.646977663E-1,6.378196478E-1,-3.510184288E-1
1.008908591E2,4.146247730E-2,-2.130392566E-2,-1.335504204E-1
1.009908258E2,2.435825206E-2,3.741549561E-3,-3.656792045E-1
1.010907926E2,-1.417970955E-1,6.787476540E-1,4.115704447E-2
1.011900255E2,-2.822960913E-1,-2.247220576E-1,-7.857254148E-2
1.012899923E2,-2.352594733E-1,-8.905651569E-1,-1.072832122E-1
1.013899590E2,3.413209692E-2,-3.401755691E-1,1.553888470E-1
1.014899257E2,2.344958931E-1,-4.990005493E-1,-8.323038928E-3
1.015898924E2,3.255148232E-1,5.627596006E-2,-6.513350457E-2
1.016898590E2,5.014439821E-1,3.287218511E-1,6.925684959E-2
1.017898257E2,-2.499202490E-1,-4.678464234E-1,-5.780312419E-2
1.018897924E2,-3.306308016E-2,-4.757113010E-2,4.909829423E-2
1.019897590E2,2.546544373E-1,1.992184222E-1,3.749185428E-2
1.020897257E2,-6.811910868E-1,1.565724015E0,-1.659262776E-1
1.021896923E2,5.306891724E-2,2.034944892E-1,4.663192630E-1
1.022896590E2,2.534327209E-1,-6.278930902E-1,6.526331306E-1
1.023896257E2,2.436588705E-1,7.643451542E-2,4.180608988E-1
1.024896257E2,1.141554415E-1,-2.876411676E-1,7.475463301E-2
1.025895924E2,3.077997267E-1,4.711298272E-2,5.337435007E-2
1.026895590E2,3.255148232E-1,-1.288162023E-1,6.803511828E-2
1.027895257E2,-2.309834212E-1,-1.398117840E-1,7.658722997E-2
1.028894925E2,-1.595885493E-2,8.437576145E-2,5.276348442E-2
1.029894592E2,9.277515858E-2,2.370920777E-1,-1.414916664E-1
1.030894258E2,1.593594700E-1,1.289689243E-1,3.565925732E-2
1.031893925E2,-2.499202490E-1,9.170614183E-2,1.230129898E-1
1.032893602E2,-1.711186320E-1,-5.887977481E-1,2.830596864E-1
1.033893268E2,-1.973858327E-1,1.735620946E-1,3.321579844E-2
1.034892935E2,2.784782052E-1,-1.275181212E-2,2.971095741E-1
1.035892605E2,5.099961162E-1,-2.430480123E-1,-7.185302675E-2
1.036892273E2,4.379140139E-1,4.833471403E-2,1.305724494E-2
1.037891939E2,-3.635411859E-1,1.283580661E-1,-2.697733641E-1
1.038891615E2,1.641700417E-2,9.048441797E-2,2.653445899E-1
1.039891281E2,1.245401502E-1,2.664135993E-1,8.086328954E-2
1.040890947E2,3.102431893E-1,4.618904889E-1,1.364520192E-1
1.041889881E2,2.381610870E-1,4.502840340E-1,7.528150678E-1
1.042889546E2,6.467536092E-2,3.550654277E-2,4.198935032E-1
1.043889212E2,-3.201697469E-1,1.298088697E-3,9.063713253E-2
1.044888879E2,1.495856196E-1,-2.534327209E-1,6.314819306E-2
1.045888545E2,1.361465901E-1,-1.111011133E-1,-4.004985392E-1
1.046888212E2,-2.670244575E-1,1.253037304E-1,-2.771037519E-1
1.047887879E2,-2.389246672E-1,3.238349259E-1,-7.551821321E-2
1.048887545E2,1.416443735E-1,2.957351506E-1,4.822017550E-1
1.049887212E2,1.300379336E-1,1.417970955E-1,-1.931861416E-2
1.050886879E2,-8.315403014E-2,-9.094256163E-2,-4.823544621E-1
1.051886546E2,1.428661048E-1,2.756529488E-2,2.290744742E-4
1.052886212E2,1.147663072E-1,2.016618848E-1,4.665483162E-2
1.053885879E2,-4.881576896E-1,-4.134794176E-1,5.093089119E-2
1.054885545E2,1.782962978E-1,-1.538616866E-1,5.017494559E-1
1.055885543E2,-2.572506368E-1,-3.585015535E-1,-3.717878461E-1
1.056885544E2,1.294270754E-1,4.423427880E-1,-4.200462103E-1
1.057885544E2,-3.824779987E-1,-3.352886736E-1,-9.264535308E-1
1.058885543E2,-3.000875562E-2,4.352414981E-3,-1.078940704E-1
1.059885543E2,-4.352414981E-3,1.753946841E-1,-1.225548387E-1
1.060885543E2,5.612324551E-2,2.010510266E-1,-1.958586723E-1
1.061885543E2,-1.326341182E-1,1.326341182E-1,-3.357468247E-1
1.062885533E2,-6.958518624E-1,8.009970188E-2,-4.725806117E-1
1.063885533E2,-2.634356357E-2,-3.481168449E-1,2.598468065E-1
1.064885533E2,3.840815276E-2,-2.711478174E-1,1.419498175E-1
1.065885530E2,3.591124117E-1,-1.618029326E-1,1.028544381E-1
1.066885529E2,2.173916698E-1,3.917173296E-2,-1.561524272E-1
1.067885529E2,-3.220023513E-1,-2.088395506E-1,-3.730095923E-1
1.068885520E2,-3.898083866E-1,2.236530334E-1,-3.241403699E-1
1.069885520E2,-1.314123869E-1,9.170614183E-2,-2.251801938E-1
1.070885520E2,1.465312988E-1,-4.085161164E-2,-1.891391575E-1
1.071885520E2,2.705369592E-1,1.931097806E-1,6.253732741E-2
1.072885520E2,-4.001930952E-1,-3.444516361E-1,-6.513350457E-2
1.073885520E2,-2.529745698E-1,-3.615558743E-1,-7.368562371E-2
1.074885520E2,-2.230421752E-1,-6.895141304E-2,8.452847600E-2
1.075885520E2,2.595413625E-1,-3.310126066E-1,7.475463301E-2
1.076885520E2,3.420081735E-1,-2.668717504E-1,-2.178498209E-1
1.077885521E2,-6.390414238E-1,-4.751768112E-1,-6.595053673E-1
1.078885521E2,-3.653737605E-1,8.315403014E-2,-2.380083650E-1
1.079885521E2,1.458440814E-2,4.100432992E-2,-3.031418845E-2
1.080885521E2,9.582948685E-2,-2.008219436E-2,-2.581669390E-1
1.081885521E2,5.026657581E-1,1.234711409E-1,8.941540122E-2
1.082885521E2,-3.256675303E-1,-7.444920391E-2,-9.078984708E-2
1.083885521E2,-1.753946841E-1,-6.285039783E-1,2.683989108E-1
1.084885521E2,-1.417970955E-1,2.756529488E-2,3.032182455E-1
1.085885521E2,1.263727546E-1,-7.261660695E-2,-5.474879593E-2
1.086885520E2,1.850158125E-1,-3.840815276E-2,-2.233476043E-1
1.087885520E2,-4.056908786E-1,-4.611268938E-1,-6.265186667E-1
1.088885521E2,2.790890634E-1,-7.879397869E-1,-4.200462103E-1
1.089885521E2,-8.437576145E-2,4.136321247E-1,4.505131394E-3
1.090885521E2,-3.306308016E-2,6.872233935E-4,-1.335504204E-1
1.091885521E2,1.501964927E-1,3.140611053E-1,-3.825543448E-2
1.092885521E2,-9.537133574E-2,1.027017161E-1,4.455498457E-1
1.093885521E2,-2.022727579E-1,-4.452444017E-1,2.561815977E-1
1.094885521E2,-2.315942794E-1,-9.705121815E-2,-3.459024429E-2
1.095885521E2,-1.351539325E-2,9.109527618E-2,3.007747829E-1
1.096885521E2,2.680171281E-2,2.511419654E-1,-3.275764734E-2
1.097885521E2,3.957643211E-1,-1.752419621E-1,1.908190250E-1
1.098885521E2,-4.557818174E-1,-2.320524305E-1,-3.180317283E-1
1.099885521E2,-3.299435973E-1,6.177374721E-2,-3.644574881E-1
1.100885521E2,2.961932719E-1,-8.475755341E-3,-2.838232517E-1
1.101885521E2,3.688862622E-1,3.794236779E-1,-2.542726509E-2
1.102885521E2,3.261256814E-1,6.653085947E-1,8.279514909E-1
1.103885521E2,-2.981785834E-1,-4.843397737E-1,2.971095741E-1
1.104885521E2,-2.517528534E-1,2.083813995E-1,1.706604809E-1
1.105885521E2,-6.482807547E-2,1.253037304E-1,1.834886521E-1
1.106885520E2,3.701079786E-1,1.473712362E-2,7.719809562E-2
1.107885520E2,3.059671223E-1,1.515709460E-1,8.269587904E-2
1.108885520E2,-1.943315119E-1,-1.721876413E-1,-1.931861416E-2
1.109885520E2,-1.375210434E-1,1.057560444E-1,9.857837856E-2
1.110885529E2,1.025490016E-1,2.273182273E-1,6.131559983E-2
1.111885529E2,3.145192564E-1,4.963280167E-3,4.543310404E-2
1.112885532E2,2.742021382E-1,5.400812626E-1,3.465896547E-1
1.113885532E2,-1.473712362E-2,3.067307174E-1,1.498910636E-1
1.114885540E2,-6.177374721E-2,2.774091661E-1,5.642867833E-2
1.115885543E2,1.373683214E-1,-5.734497309E-2,2.855031490E-1
1.116885543E2,7.750352472E-2,-1.905135959E-1,5.215261877E-2
1.117885543E2,-7.635815564E-5,2.835178375E-1,-6.391177326E-2
1.118885542E2,-2.138791978E-1,-4.916701615E-1,4.421137273E-2
1.119885542E2,-1.149190217E-1,2.083813995E-1,-2.848159149E-2
1.120885542E2,4.269184470E-1,2.175443918E-1,4.505131394E-3
1.121885542E2,4.709007442E-1,2.438115925E-1,1.101848185E-1
1.122885542E2,7.506006956E-2,2.273182273E-1,2.384665161E-1
1.123885542E2,-7.765624672E-2,2.792417705E-1,1.743256748E-1
1.124885542E2,-5.932264924E-1,-1.483639032E-1,-1.695914567E-1
1.125885542E2,2.070069611E-1,-2.076178193E-1,1.706604809E-1
1.126885542E2,2.803107798E-1,-2.155590802E-1,-1.476003081E-1
1.127885542E2,1.996765733E-1,1.509600729E-1,-3.214678168E-2
1.128885542E2,1.202640980E-1,-1.147663072E-1,-4.680754989E-2
1.129885542E2,-6.659194827E-1,3.232240677E-1,-3.693444133E-1
1.130885542E2,1.721876413E-1,4.918228686E-1,1.028544381E-1
1.131885542E2,3.957643211E-1,-3.718642145E-2,2.244166136E-1
1.132885541E2,2.985603921E-2,3.306308016E-2,9.369145334E-2
1.133885541E2,-5.871942267E-2,-2.393828183E-1,1.834886521E-1
1.134885541E2,-3.439934850E-1,-3.328452110E-1,-1.414916664E-1
1.135885541E2,1.159880385E-1,-2.198351324E-1,-6.490443368E-3
1.136885542E2,2.216677219E-1,-3.224605024E-1,3.871358559E-2
1.137885542E2,3.779728711E-2,-1.763873361E-2,-5.268712528E-3
1.138885542E2,-7.025713921E-1,-1.410335153E-1,-4.744132161E-1
1.139885542E2,-6.579782367E-1,1.698969007E-1,-2.777146101E-1
1.140885534E2,1.947133057E-2,7.582364976E-2,-1.259909570E-2
1.141886292E2,7.261660695E-2,1.033125818E-1,-6.940956414E-2
1.142886289E2,3.096323311E-1,1.656208336E-1,1.492801905E-1
1.143886289E2,-3.110067546E-1,1.204168126E-1,-3.546836376E-1
1.144886281E2,-4.650211707E-2,-7.415140271E-1,1.217912585E-1
1.145886281E2,-5.749769136E-2,-3.450624943E-1,2.500729561E-1
1.146886281E2,1.392009109E-1,-3.572798073E-1,5.032002553E-2
1.147886281E2,1.978439838E-1,-1.575268805E-1,1.794416644E-2
1.148886284E2,-7.966446280E-1,-5.539784431E-1,-6.069709659E-1
1.149886283E2,-2.694679201E-1,1.179733500E-1,-1.335504204E-1
1.150886283E2,2.180025280E-1,-8.483391255E-2,1.535562575E-1
1.151886283E2,-5.077817291E-2,5.138903856E-2,-3.827834427E-1
1.152886283E2,-2.451096848E-2,1.344667077E-1,-2.209041417E-1
1.153886283E2,-3.843106031E-1,-3.389538527E-1,-2.080759704E-1
1.154886283E2,-1.729512215E-1,-2.632065713E-1,8.819366992E-2
1.155886283E2,6.039930135E-2,-7.078400999E-2,1.156826094E-1
1.156886284E2,2.008983046E-1,-1.581377387E-1,1.743256748E-1
1.157886284E2,3.456733823E-1,-1.056033298E-1,-3.520110995E-2
1.158886284E2,4.810563754E-3,4.963280167E-3,-8.223773539E-2
1.159886284E2,-2.890156209E-1,-1.178206354E-1,-9.262244403E-2
1.160886284E2,-2.383138090E-1,-3.657555580E-2,-1.198823005E-2
1.161886284E2,7.139487565E-2,2.914590836E-1,1.004109755E-1
1.162886284E2,5.197699666E-1,1.741729528E-1,3.789655268E-1
1.163886284E2,2.057852298E-1,1.955532432E-1,6.984480619E-1
1.164886284E2,-1.411862224E-1,-3.432299197E-1,8.330674469E-2
1.165886284E2,-2.810743749E-1,-9.033169597E-2,-1.879174262E-1
1.166886284E2,2.925280929E-1,-1.495856196E-1,2.848922908E-1
1.167886284E2,2.137264758E-1,1.295797974E-1,1.028544381E-1
1.168886284E2,2.393828183E-1,1.986075640E-1,5.765040591E-2
1.169886284E2,-2.175443918E-1,-3.029128015E-1,-1.115592644E-1
1.170886283E2,-1.149190217E-1,-5.123632401E-2,-1.451568604E-1
1.171886283E2,2.485457957E-1,1.766164154E-1,-3.214678168E-2
1.172886283E2,5.002222657E-1,1.833359301E-1,2.745075822E-1
1.173886283E2,3.279582858E-1,7.245625257E-1,5.408447981E-1
1.174886282E2,1.056033298E-1,2.756529488E-2,3.753003478E-1
1.175886282E2,-1.943315119E-1,2.786309123E-1,1.132391468E-1
1.176886282E2,4.696026444E-2,-2.271655202E-1,2.879466116E-1
1.177886282E2,2.534327209E-1,-1.410335153E-1,1.120174155E-1
1.178886280E2,2.222785950E-1,1.607339233E-1,1.657735556E-1
1.179886280E2,1.440878361E-1,-1.756237587E-3,1.260673106E-1
1.180886280E2,-2.590832114E-1,4.887685478E-1,-2.789363563E-1
1.181886280E2,2.534327209E-1,3.978259861E-2,7.903069258E-2
1.182886280E2,3.884339333E-1,7.643451542E-2,9.980010986E-2
1.183886280E2,5.612324551E-2,-1.336267684E-2,1.700496078E-1
1.184886280E2,-1.839468032E-1,4.405865446E-2,-7.307475805E-2
1.185886280E2,-4.893794060E-1,-1.208749637E-1,-5.413793400E-2
1.186886280E2,-7.032585889E-2,-6.528622657E-2,1.566105783E-1
1.187886280E2,2.057852298E-1,-1.685224473E-1,4.054617882E-2
1.188886280E2,1.837940812E-1,-3.358995318E-1,-1.292743534E-1
1.189886271E2,-3.910301030E-1,-5.734497309E-2,-6.686683893E-1
1.190886271E2,-3.928627074E-1,4.105778039E-1,-5.238932967E-1
1.191886271E2,6.039930135E-2,2.695442922E-2,1.370628923E-1
1.192886271E2,-5.322163552E-2,-8.300131559E-2,-6.818783283E-2
1.193886271E2,-4.582252800E-1,5.858961344E-1,4.787656292E-2
1.194886271E2,-3.067307174E-1,-7.506006956E-2,-1.775327176E-1
1.195886269E2,-4.117995203E-1,-1.214858219E-1,-6.879869848E-2
1.196886269E2,-1.436296850E-1,-3.585015535E-1,-3.947716579E-2
1.197886269E2,2.968041599E-1,-3.535382450E-2,-2.787072770E-2
1.198886269E2,2.393828183E-1,-2.662608922E-1,-3.070361316E-1
1.199886269E2,-9.805150628E-1,-7.036404014E-1,-9.551641941E-1
1.200886269E2,-5.022075772E-1,4.352414981E-3,-1.824196279E-1
1.201886269E2,-3.611740842E-2,3.281109929E-1,1.810451895E-1
1.202885936E2,1.135445759E-1,8.017606102E-3,-1.390482038E-1
1.203885602E2,1.446987092E-1,1.271363348E-1,-6.207918003E-2
1.204885269E2,-3.030655086E-1,-3.035236597E-1,-2.490039468E-1
1.205884935E2,8.788824081E-2,-1.178206354E-1,1.865429729E-1
