"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.939415653E2,1.661999893E1,1.097999954E1,-3.989999771E1
2.940415653E2,1.757999992E1,1.277999973E1,-4.031999969E1
2.941415653E2,1.739999962E1,1.217999935E1,-3.965999985E1
2.942415653E2,1.644000053E1,1.331999969E1,-3.731999969E1
2.943415653E2,1.668000031E1,1.284000015E1,-3.870000076E1
2.944415653E2,1.602000046E1,1.301999950E1,-3.707999802E1
2.945415653E2,1.710000038E1,1.451999950E1,-4.043999863E1
2.946415653E2,1.685999870E1,1.338000011E1,-3.870000076E1
2.947415653E2,1.781999969E1,1.355999947E1,-3.791999817E1
2.948415653E2,1.752000046E1,1.103999996E1,-3.923999786E1
2.949415653E2,1.889999962E1,8.639999390E0,-3.707999802E1
2.950415653E2,1.739999962E1,1.061999989E1,-3.936000061E1
2.951415653E2,1.781999969E1,1.457999992E1,-4.200000000E1
2.952415653E2,1.650000000E1,1.343999958E1,-4.313999939E1
2.953415653E2,1.637999916E1,1.115999985E1,-4.325999832E1
2.954415653E2,1.481999969E1,8.880000114E0,-4.109999847E1
2.955415653E2,1.361999989E1,9.059999466E0,-3.971999741E1
2.956415653E2,1.559999943E1,1.307999992E1,-4.152000046E1
2.957415653E2,1.571999931E1,1.325999928E1,-4.037999725E1
2.958415653E2,1.673999977E1,1.253999996E1,-4.043999863E1
2.959415653E2,1.968000031E1,1.067999935E1,-3.713999939E1
2.960415653E2,1.842000008E1,1.061999989E1,-4.025999832E1
2.961415653E2,1.823999977E1,1.319999981E1,-3.959999847E1
2.962415653E2,1.794000053E1,1.451999950E1,-4.259999847E1
2.963415653E2,1.655999947E1,1.284000015E1,-4.211999893E1
2.964415653E2,1.776000023E1,1.301999950E1,-3.995999908E1
2.965415653E2,1.446000004E1,1.415999985E1,-3.684000015E1
2.966415653E2,1.673999977E1,1.535999966E1,-4.157999802E1
2.967415653E2,1.577999973E1,1.475999928E1,-4.104000092E1
2.968415653E2,1.715999985E1,1.469999981E1,-4.134000015E1
2.969415653E2,1.842000008E1,1.284000015E1,-4.031999969E1
2.970415653E2,1.913999939E1,1.409999943E1,-3.905999756E1
2.971415653E2,1.721999931E1,1.529999924E1,-3.905999756E1
2.972415653E2,1.865999985E1,1.488000011E1,-4.055999756E1
2.973415653E2,1.481999969E1,8.760000229E0,-3.305999756E1
2.974415653E2,1.715999985E1,1.163999939E1,-4.200000000E1
2.975415653E2,1.637999916E1,1.307999992E1,-4.163999939E1
2.976415653E2,1.679999924E1,1.355999947E1,-4.181999969E1
2.977415653E2,1.547999954E1,1.296000004E1,-4.007999802E1
2.978415653E2,1.853999901E1,1.361999989E1,-4.265999985E1
2.979415653E2,1.902000046E1,1.097999954E1,-4.218000031E1
2.980415653E2,2.069999886E1,1.157999992E1,-4.020000076E1
2.981415653E2,1.937999916E1,1.517999935E1,-4.175999832E1
2.982415653E2,1.847999954E1,1.488000011E1,-4.097999954E1
2.983415653E2,1.745999908E1,1.415999985E1,-4.104000092E1
2.984415653E2,1.559999943E1,1.109999943E1,-4.091999817E1
2.985415653E2,1.613999939E1,1.242000008E1,-4.163999939E1
2.986415653E2,1.493999958E1,1.193999958E1,-4.068000031E1
2.987415653E2,1.685999870E1,1.457999992E1,-4.061999893E1
2.988415653E2,1.668000031E1,1.367999935E1,-4.187999725E1
2.989415653E2,1.877999878E1,1.259999943E1,-4.152000046E1
2.990415653E2,2.052000046E1,1.038000011E1,-3.923999786E1
2.991415653E2,2.045999908E1,1.080000019E1,-4.175999832E1
2.992415653E2,2.015999985E1,1.265999985E1,-4.031999969E1
2.993415653E2,2.052000046E1,1.169999981E1,-4.121999741E1
2.994415653E2,1.818000031E1,9.179999352E0,-4.013999939E1
2.995415653E2,1.931999969E1,1.026000023E1,-3.984000015E1
2.996415653E2,1.721999931E1,1.127999973E1,-3.984000015E1
2.997415653E2,1.710000038E1,9.659999847E0,-3.623999786E1
2.998415653E2,1.871999931E1,1.331999969E1,-4.061999893E1
2.999415653E2,2.027999878E1,1.146000004E1,-3.887999725E1
3.000415653E2,2.160000038E1,9.960000038E0,-3.731999969E1
3.001415653E2,2.142000008E1,1.097999954E1,-3.918000031E1
3.002415653E2,1.919999886E1,1.242000008E1,-4.037999725E1
3.003415653E2,1.301999950E1,3.419999838E0,-3.420000076E1
3.004415653E2,1.853999901E1,9.239999771E0,-3.839999771E1
3.005415653E2,1.787999916E1,9.059999466E0,-3.779999924E1
3.006415653E2,1.577999973E1,8.760000229E0,-3.641999817E1
3.007415653E2,1.710000038E1,1.259999943E1,-3.654000092E1
3.008415653E2,1.787999916E1,1.271999931E1,-4.068000031E1
3.009415653E2,1.763999939E1,1.139999962E1,-3.929999924E1
3.010415653E2,1.697999954E1,9.479999542E0,-3.618000031E1
3.011415653E2,1.265999985E1,4.019999981E0,-2.813999939E1
3.012415653E2,1.818000031E1,1.319999981E1,-4.175999832E1
3.013415653E2,1.752000046E1,1.301999950E1,-4.247999954E1
3.014415653E2,1.607999992E1,1.193999958E1,-4.284000015E1
3.015415653E2,1.607999992E1,1.085999966E1,-4.271999741E1
3.016415653E2,1.421999931E1,1.043999958E1,-3.900000000E1
3.017415653E2,1.655999947E1,1.235999966E1,-4.104000092E1
3.018415653E2,1.655999947E1,1.200000000E1,-3.984000015E1
3.019415653E2,1.757999992E1,1.259999943E1,-4.229999924E1
3.020415653E2,1.877999878E1,1.026000023E1,-4.086000061E1
3.021415653E2,1.871999931E1,8.279999733E0,-4.002000046E1
3.022415653E2,1.805999947E1,9.599999428E0,-4.115999985E1
3.023415653E2,1.787999916E1,1.193999958E1,-4.229999924E1
3.024415653E2,1.668000031E1,1.109999943E1,-4.223999786E1
3.025415653E2,1.679999924E1,1.139999962E1,-4.302000046E1
3.026415653E2,1.602000046E1,1.146000004E1,-3.977999878E1
3.027415653E2,1.596000004E1,1.403999996E1,-4.079999924E1
3.028415653E2,1.589999962E1,1.361999989E1,-4.223999786E1
3.029415653E2,1.685999870E1,1.242000008E1,-4.181999969E1
3.030415653E2,1.818000031E1,1.109999943E1,-4.187999725E1
3.031415653E2,1.823999977E1,1.151999950E1,-4.043999863E1
3.032415653E2,1.721999931E1,1.193999958E1,-4.115999985E1
3.033415653E2,1.692000008E1,1.289999962E1,-4.265999985E1
3.034415653E2,1.619999886E1,1.193999958E1,-4.236000061E1
3.035415653E2,1.517999935E1,1.175999928E1,-4.320000076E1
3.036415653E2,1.397999954E1,9.899999619E0,-3.504000092E1
3.037415653E2,9.539999962E0,7.980000019E0,-3.659999847E1
3.038415653E2,1.385999966E1,1.542000008E1,-4.325999832E1
3.039415653E2,1.500000000E1,1.511999989E1,-4.386000061E1
3.040415653E2,1.655999947E1,1.379999924E1,-4.475999832E1
3.041415653E2,1.943999863E1,1.092000008E1,-4.055999756E1
3.042415653E2,1.902000046E1,1.193999958E1,-4.241999817E1
3.043415653E2,1.865999985E1,1.350000000E1,-4.373999786E1
3.044415653E2,1.715999985E1,1.242000008E1,-4.493999863E1
3.045415653E2,1.631999969E1,1.157999992E1,-4.427999878E1
3.046415653E2,1.343999958E1,4.079999924E0,-3.059999847E1
3.047415653E2,1.446000004E1,1.217999935E1,-4.373999786E1
3.048415653E2,1.500000000E1,1.577999973E1,-4.475999832E1
3.049415653E2,1.481999969E1,1.559999943E1,-4.404000092E1
3.050415653E2,1.409999943E1,1.397999954E1,-4.223999786E1
3.051415653E2,1.692000008E1,1.350000000E1,-4.127999878E1
3.052415653E2,1.644000053E1,1.373999977E1,-4.379999924E1
3.053415653E2,1.626000023E1,1.457999992E1,-4.439999771E1
3.054415653E2,1.529999924E1,1.385999966E1,-4.404000092E1
3.055415653E2,1.583999920E1,1.529999924E1,-4.686000061E1
3.056415653E2,1.517999935E1,1.319999981E1,-4.343999863E1
3.057415653E2,1.338000011E1,1.434000015E1,-4.181999969E1
3.058415653E2,1.571999931E1,1.829999924E1,-4.547999954E1
3.059415653E2,1.602000046E1,1.889999962E1,-4.595999908E1
3.060415653E2,1.619999886E1,1.673999977E1,-4.518000031E1
3.061415653E2,1.860000038E1,1.668000031E1,-4.518000031E1
3.062415653E2,2.003999901E1,1.565999985E1,-4.404000092E1
3.063415653E2,1.931999969E1,1.794000053E1,-4.553999710E1
3.064415653E2,1.853999901E1,1.818000031E1,-4.584000015E1
3.065415653E2,1.853999901E1,1.763999939E1,-4.595999908E1
3.066415653E2,1.787999916E1,1.535999966E1,-4.571999741E1
3.067415653E2,1.673999977E1,1.571999931E1,-4.247999954E1
3.068415653E2,1.739999962E1,1.710000038E1,-4.668000031E1
3.069415653E2,1.823999977E1,1.721999931E1,-4.505999756E1
3.070415653E2,1.961999893E1,1.715999985E1,-4.607999802E1
3.071415653E2,2.334000015E1,1.517999935E1,-4.247999954E1
3.072415653E2,2.460000038E1,1.163999939E1,-4.050000000E1
3.073415653E2,2.021999931E1,1.230000019E1,-3.552000046E1
3.074415653E2,1.968000031E1,1.692000008E1,-3.707999802E1
3.075415653E2,1.661999893E1,1.505999947E1,-3.905999756E1
3.076415653E2,1.500000000E1,1.355999947E1,-4.236000061E1
3.077415653E2,1.421999931E1,1.296000004E1,-4.134000015E1
3.078415653E2,1.434000015E1,1.542000008E1,-4.325999832E1
3.079415653E2,1.109999943E1,1.392000008E1,-3.911999893E1
3.080415653E2,1.415999985E1,1.637999916E1,-4.121999741E1
3.081415653E2,1.343999958E1,1.355999947E1,-3.263999939E1
3.082415653E2,1.067999935E1,4.079999924E0,-1.602000046E1
3.083415653E2,1.517999935E1,1.050000000E1,-3.425999832E1
3.084415653E2,1.505999947E1,1.217999935E1,-3.126000023E1
3.085415653E2,1.655999947E1,1.583999920E1,-4.037999725E1
3.086415653E2,1.434000015E1,1.626000023E1,-4.020000076E1
3.087415653E2,1.247999954E1,1.277999973E1,-3.384000015E1
3.088415653E2,1.301999950E1,1.469999981E1,-3.641999817E1
3.089415653E2,1.421999931E1,1.739999962E1,-4.152000046E1
3.090415653E2,1.355999947E1,1.721999931E1,-4.068000031E1
3.091415653E2,1.481999969E1,1.655999947E1,-4.163999939E1
3.092415653E2,1.721999931E1,1.535999966E1,-4.061999893E1
3.093415653E2,1.781999969E1,1.427999973E1,-3.768000031E1
3.094415653E2,1.805999947E1,1.602000046E1,-3.893999863E1
3.095415653E2,1.823999977E1,1.745999908E1,-4.355999756E1
3.096415653E2,1.655999947E1,1.409999943E1,-4.271999741E1
3.097415653E2,1.475999928E1,1.205999947E1,-3.827999878E1
3.098415653E2,1.602000046E1,1.392000008E1,-4.391999817E1
3.099415653E2,1.475999928E1,1.475999928E1,-4.445999908E1
3.100415653E2,1.547999954E1,1.668000031E1,-4.320000076E1
3.101415653E2,1.661999893E1,1.727999878E1,-4.277999878E1
3.102415653E2,1.613999939E1,1.488000011E1,-4.307999802E1
3.103415653E2,1.721999931E1,1.397999954E1,-4.187999725E1
3.104415653E2,1.451999950E1,1.379999924E1,-4.200000000E1
3.105415653E2,1.157999992E1,1.242000008E1,-3.695999908E1
3.106415653E2,1.463999939E1,1.457999992E1,-4.368000031E1
3.107415653E2,1.434000015E1,1.338000011E1,-4.193999863E1
3.108415653E2,1.488000011E1,1.409999943E1,-4.463999939E1
3.109415653E2,1.415999985E1,1.277999973E1,-4.187999725E1
3.110415653E2,1.505999947E1,1.500000000E1,-4.307999802E1
3.111415653E2,1.500000000E1,1.488000011E1,-4.350000000E1
3.112415653E2,1.439999962E1,1.523999977E1,-4.307999802E1
3.113415653E2,1.517999935E1,1.517999935E1,-4.307999802E1
3.114415653E2,1.794000053E1,1.338000011E1,-3.539999771E1
3.115415653E2,1.703999901E1,1.427999973E1,-4.037999725E1
3.116415653E2,1.589999962E1,1.421999931E1,-4.211999893E1
3.117415653E2,1.307999992E1,1.121999931E1,-4.331999969E1
3.118415653E2,1.325999928E1,1.067999935E1,-4.457999802E1
3.119415653E2,1.181999969E1,1.073999977E1,-4.386000061E1
3.120415653E2,1.115999985E1,9.659999847E0,-4.307999802E1
3.121415653E2,1.289999962E1,1.200000000E1,-4.595999908E1
3.122415653E2,1.277999973E1,1.242000008E1,-4.631999969E1
3.123415653E2,1.319999981E1,1.259999943E1,-4.463999939E1
3.124415653E2,1.481999969E1,1.421999931E1,-4.518000031E1
3.125415653E2,1.602000046E1,1.217999935E1,-4.511999893E1
3.126415653E2,1.565999985E1,9.539999962E0,-4.254000092E1
3.127415653E2,1.679999924E1,1.085999966E1,-4.325999832E1
3.128415653E2,1.559999943E1,1.307999992E1,-4.500000000E1
3.129415653E2,1.571999931E1,1.481999969E1,-4.655999756E1
3.130415653E2,1.589999962E1,1.319999981E1,-4.475999832E1
3.131415653E2,1.559999943E1,1.181999969E1,-4.404000092E1
3.132415653E2,1.650000000E1,1.265999985E1,-4.487999725E1
3.133415653E2,1.776000023E1,1.439999962E1,-4.241999817E1
3.134415653E2,1.619999886E1,1.668000031E1,-4.157999802E1
3.135415653E2,1.596000004E1,1.769999886E1,-4.320000076E1
3.136415653E2,1.626000023E1,1.583999920E1,-4.289999771E1
3.137415653E2,1.655999947E1,1.385999966E1,-4.302000046E1
3.138415653E2,1.919999886E1,1.511999989E1,-4.361999893E1
3.139415653E2,1.787999916E1,1.313999939E1,-4.500000000E1
3.140415653E2,1.889999962E1,1.325999928E1,-4.463999939E1
3.141415653E2,1.860000038E1,1.259999943E1,-4.337999725E1
3.142415653E2,1.889999962E1,1.338000011E1,-4.439999771E1
3.143415653E2,1.847999954E1,1.289999962E1,-4.505999756E1
3.144415653E2,1.650000000E1,1.175999928E1,-4.320000076E1
3.145415653E2,1.727999878E1,1.223999977E1,-4.037999725E1
3.146415653E2,1.619999886E1,1.169999981E1,-4.013999939E1
3.147415653E2,1.505999947E1,1.115999985E1,-4.325999832E1
3.148415653E2,1.511999989E1,1.397999954E1,-4.577999878E1
3.149415653E2,1.602000046E1,1.421999931E1,-4.505999756E1
3.150415653E2,1.542000008E1,1.296000004E1,-4.343999863E1
3.151415653E2,1.650000000E1,1.289999962E1,-4.404000092E1
3.152415653E2,1.571999931E1,1.289999962E1,-4.529999924E1
3.153415653E2,1.565999985E1,1.307999992E1,-4.379999924E1
3.154415653E2,1.469999981E1,1.181999969E1,-4.397999954E1
3.155415653E2,1.379999924E1,1.235999966E1,-4.397999954E1
3.156415653E2,1.343999958E1,1.242000008E1,-4.313999939E1
3.157415653E2,1.331999969E1,1.193999958E1,-4.134000015E1
3.158415653E2,1.373999977E1,1.223999977E1,-4.337999725E1
3.159415653E2,1.325999928E1,1.296000004E1,-4.541999817E1
3.160415653E2,1.271999931E1,1.343999958E1,-4.613999939E1
3.161415653E2,1.319999981E1,1.307999992E1,-4.481999969E1
3.162415653E2,1.331999969E1,1.265999985E1,-4.505999756E1
3.163415653E2,1.350000000E1,1.343999958E1,-4.697999954E1
3.164415653E2,1.325999928E1,1.265999985E1,-4.547999954E1
3.165415653E2,1.367999935E1,1.301999950E1,-4.536000061E1
3.166415653E2,1.331999969E1,1.271999931E1,-4.157999802E1
3.167415653E2,1.247999954E1,1.181999969E1,-4.115999985E1
3.168415653E2,1.211999989E1,1.217999935E1,-4.487999725E1
3.169415653E2,1.367999935E1,1.242000008E1,-4.415999985E1
3.170415653E2,1.247999954E1,1.200000000E1,-4.205999756E1
3.171415653E2,1.277999973E1,1.296000004E1,-4.518000031E1
3.172415653E2,1.331999969E1,1.338000011E1,-4.511999893E1
3.173415653E2,1.343999958E1,1.277999973E1,-4.529999924E1
3.174415653E2,1.223999977E1,1.235999966E1,-4.421999741E1
3.175415653E2,1.296000004E1,1.331999969E1,-4.643999863E1
3.176415653E2,1.271999931E1,1.307999992E1,-4.391999817E1
3.177415653E2,1.230000019E1,1.205999947E1,-4.200000000E1
3.178415653E2,1.181999969E1,1.265999985E1,-4.565999985E1
3.179415653E2,1.253999996E1,1.343999958E1,-4.589999771E1
3.180415653E2,1.277999973E1,1.325999928E1,-4.553999710E1
3.181415653E2,1.284000015E1,1.338000011E1,-4.661999893E1
3.182415653E2,1.211999989E1,1.235999966E1,-4.368000031E1
3.183415653E2,1.193999958E1,1.271999931E1,-4.302000046E1
3.184415653E2,1.284000015E1,1.331999969E1,-4.493999863E1
3.185415653E2,1.319999981E1,1.301999950E1,-4.187999725E1
3.186415653E2,1.350000000E1,1.325999928E1,-4.020000076E1
3.187415653E2,1.235999966E1,1.188000011E1,-3.911999893E1
3.188415653E2,1.307999992E1,1.277999973E1,-4.379999924E1
3.189415653E2,1.338000011E1,1.296000004E1,-4.373999786E1
3.190415653E2,1.355999947E1,1.313999939E1,-4.373999786E1
3.191415653E2,1.211999989E1,1.223999977E1,-3.461999893E1
3.192415653E2,1.121999931E1,1.146000004E1,-3.084000015E1
3.193415653E2,1.296000004E1,1.259999943E1,-3.420000076E1
3.194415653E2,1.307999992E1,1.242000008E1,-3.384000015E1
3.195415653E2,1.259999943E1,1.175999928E1,-3.245999908E1
3.196415653E2,1.146000004E1,9.899999619E0,-3.107999992E1
3.197415653E2,1.271999931E1,1.163999939E1,-3.527999878E1
3.198415653E2,1.421999931E1,1.350000000E1,-4.091999817E1
3.199415653E2,1.289999962E1,1.284000015E1,-4.434000015E1
3.200415653E2,1.373999977E1,1.271999931E1,-4.259999847E1
3.201415653E2,1.350000000E1,1.235999966E1,-4.379999924E1
3.202415653E2,1.188000011E1,1.169999981E1,-4.265999985E1
3.203415653E2,1.103999996E1,1.146000004E1,-4.302000046E1
3.204415653E2,1.211999989E1,1.157999992E1,-3.971999741E1
3.205415653E2,1.307999992E1,1.188000011E1,-3.905999756E1
3.206415653E2,1.247999954E1,1.211999989E1,-4.104000092E1
3.207415653E2,1.139999962E1,1.139999962E1,-4.025999832E1
3.208415653E2,8.939999580E0,6.779999733E0,-2.892000008E1
3.209415653E2,1.296000004E1,1.157999992E1,-4.104000092E1
3.210415653E2,1.188000011E1,1.013999939E1,-3.755999756E1
3.211415653E2,1.223999977E1,9.479999542E0,-3.654000092E1
3.212415653E2,1.481999969E1,1.415999985E1,-4.050000000E1
3.213415653E2,1.523999977E1,1.073999977E1,-3.641999817E1
3.214415653E2,1.596000004E1,8.399999619E0,-3.557999802E1
3.215415653E2,2.027999878E1,7.319999695E0,-3.936000061E1
3.216415653E2,1.895999908E1,3.059999943E0,-3.252000046E1
3.217415653E2,2.118000031E1,-7.799999714E-1,-3.852000046E1
3.218415653E2,1.907999992E1,-5.759999752E0,-3.929999924E1
3.219415653E2,1.913999939E1,-6.179999828E0,-4.139999771E1
3.220415653E2,1.926000023E1,-6.659999847E0,-4.247999954E1
3.221415653E2,1.739999962E1,-6.359999657E0,-4.218000031E1
3.222415653E2,1.794000053E1,-4.679999828E0,-4.452000046E1
3.223415653E2,1.650000000E1,-4.199999809E0,-4.589999771E1
3.224415653E2,1.710000038E1,-4.799999714E0,-4.409999847E1
3.225415653E2,1.631999969E1,-4.019999981E0,-4.620000076E1
3.226415653E2,1.511999989E1,-7.259999752E0,-4.343999863E1
3.227415653E2,1.679999924E1,-6.420000076E0,-4.589999771E1
3.228415653E2,1.835999870E1,-5.759999752E0,-4.439999771E1
3.229415653E2,1.602000046E1,-8.039999962E0,-4.673999786E1
3.230415653E2,1.607999992E1,-6.960000038E0,-4.637999725E1
3.231415653E2,1.242000008E1,-1.061999989E1,-3.905999756E1
3.232415653E2,1.619999886E1,-6.779999733E0,-4.547999954E1
3.233415653E2,1.776000023E1,-6.599999905E0,-4.518000031E1
3.234415653E2,1.752000046E1,-7.199999809E0,-4.493999863E1
3.235415653E2,1.727999878E1,-7.859999657E0,-4.505999756E1
3.236415653E2,1.757999992E1,-8.220000267E0,-4.404000092E1
3.237415653E2,1.757999992E1,-7.199999809E0,-4.470000076E1
3.238415653E2,1.745999908E1,-7.919999599E0,-4.427999878E1
3.239415653E2,1.613999939E1,-9.359999657E0,-4.697999954E1
3.240415653E2,1.457999992E1,-1.026000023E1,-4.625999832E1
3.241415653E2,1.439999962E1,-1.115999985E1,-4.661999893E1
3.242415653E2,1.446000004E1,-1.127999973E1,-4.620000076E1
3.243415653E2,1.403999996E1,-1.019999981E1,-4.703999710E1
3.244415653E2,1.542000008E1,-1.007999992E1,-4.757999802E1
3.245415653E2,1.613999939E1,-9.779999733E0,-4.637999725E1
3.246415653E2,1.577999973E1,-1.181999969E1,-4.511999893E1
3.247415653E2,1.571999931E1,-1.223999977E1,-4.241999817E1
3.248415653E2,1.481999969E1,-1.073999977E1,-4.386000061E1
3.249415653E2,1.409999943E1,-7.079999924E0,-4.691999817E1
3.250415653E2,1.313999939E1,-9.119999886E0,-4.463999939E1
3.251415653E2,1.301999950E1,-8.340000153E0,-4.661999893E1
3.252415653E2,1.361999989E1,-8.819999695E0,-4.679999924E1
3.253415653E2,1.338000011E1,-7.079999924E0,-4.757999802E1
3.254415653E2,1.403999996E1,-5.819999695E0,-4.589999771E1
3.255415653E2,1.379999924E1,-5.519999981E0,-4.668000031E1
3.256415653E2,1.289999962E1,-7.679999828E0,-4.386000061E1
3.257415653E2,1.242000008E1,-1.092000008E1,-4.068000031E1
3.258415653E2,1.361999989E1,-9.719999313E0,-4.457999802E1
3.259415653E2,1.253999996E1,-9.359999657E0,-4.361999893E1
3.260415653E2,1.211999989E1,-9.719999313E0,-4.536000061E1
3.261415653E2,1.151999950E1,-1.043999958E1,-4.391999817E1
3.262415653E2,1.211999989E1,-1.350000000E1,-4.211999893E1
3.263415653E2,1.319999981E1,-1.115999985E1,-4.379999924E1
3.264415653E2,1.434000015E1,-8.880000114E0,-4.481999969E1
3.265415653E2,1.644000053E1,-9.000000000E0,-4.439999771E1
3.266415653E2,1.596000004E1,-1.097999954E1,-4.350000000E1
3.267415653E2,1.517999935E1,-1.355999947E1,-3.857999802E1
3.268415653E2,1.763999939E1,-1.188000011E1,-4.205999756E1
3.269415653E2,1.818000031E1,-9.960000038E0,-4.337999725E1
3.270415653E2,1.697999954E1,-1.061999989E1,-4.434000015E1
3.271415653E2,1.529999924E1,-1.350000000E1,-4.302000046E1
3.272415653E2,1.626000023E1,-1.188000011E1,-4.325999832E1
3.273415653E2,1.583999920E1,-1.097999954E1,-4.247999954E1
3.274415653E2,1.692000008E1,-7.259999752E0,-4.481999969E1
3.275415653E2,1.871999931E1,-5.339999676E0,-4.536000061E1
3.276415653E2,1.805999947E1,-9.300000191E0,-4.254000092E1
3.277415653E2,1.835999870E1,-1.115999985E1,-4.013999939E1
3.278415653E2,1.613999939E1,-1.619999886E1,-3.552000046E1
3.279415653E2,1.787999916E1,-1.151999950E1,-4.386000061E1
3.280415653E2,1.787999916E1,-9.659999847E0,-4.421999741E1
3.281415653E2,1.697999954E1,-1.181999969E1,-4.379999924E1
3.282415653E2,1.668000031E1,-1.103999996E1,-4.439999771E1
3.283415653E2,1.739999962E1,-1.121999931E1,-4.200000000E1
3.284415653E2,1.769999886E1,-9.059999466E0,-4.050000000E1
3.285415653E2,1.889999962E1,-8.279999733E0,-4.368000031E1
3.286415653E2,1.800000000E1,-1.001999950E1,-4.350000000E1
3.287415653E2,1.745999908E1,-1.296000004E1,-4.139999771E1
3.288415653E2,1.877999878E1,-1.181999969E1,-4.139999771E1
3.289415653E2,1.877999878E1,-1.026000023E1,-4.331999969E1
3.290415653E2,1.757999992E1,-1.001999950E1,-4.337999725E1
3.291415653E2,1.745999908E1,-1.139999962E1,-4.373999786E1
3.292415653E2,1.607999992E1,-1.175999928E1,-4.368000031E1
3.293415653E2,1.752000046E1,-9.779999733E0,-4.313999939E1
3.294415653E2,1.776000023E1,-1.026000023E1,-4.368000031E1
3.295415653E2,1.895999908E1,-8.279999733E0,-4.457999802E1
3.296415653E2,1.805999947E1,-1.026000023E1,-4.265999985E1
3.297415653E2,1.752000046E1,-1.223999977E1,-3.929999924E1
3.298415653E2,1.907999992E1,-1.301999950E1,-3.918000031E1
3.299415653E2,1.853999901E1,-1.073999977E1,-4.145999908E1
3.300415653E2,1.769999886E1,-1.043999958E1,-4.037999725E1
3.301415653E2,1.800000000E1,-9.960000038E0,-4.247999954E1
3.302415653E2,1.637999916E1,-1.080000019E1,-4.289999771E1
3.303415653E2,1.644000053E1,-1.235999966E1,-4.050000000E1
3.304415653E2,1.392000008E1,-1.235999966E1,-3.809999847E1
3.305415653E2,1.781999969E1,-7.259999752E0,-4.157999802E1
3.306415653E2,1.602000046E1,-9.539999962E0,-4.007999802E1
3.307415653E2,1.668000031E1,-1.085999966E1,-3.870000076E1
3.308415653E2,1.871999931E1,-9.899999619E0,-3.965999985E1
3.309415653E2,1.721999931E1,-9.840000153E0,-3.804000092E1
3.310415653E2,1.673999977E1,-9.119999886E0,-4.007999802E1
3.311415653E2,1.553999996E1,-9.599999428E0,-3.689999771E1
3.312415653E2,1.469999981E1,-9.960000038E0,-3.995999908E1
3.313415653E2,1.392000008E1,-1.115999985E1,-3.881999969E1
3.314415653E2,1.434000015E1,-9.659999847E0,-4.020000076E1
3.315415653E2,1.253999996E1,-1.146000004E1,-3.354000092E1
3.316415653E2,1.409999943E1,-9.359999657E0,-4.097999954E1
3.317415653E2,1.451999950E1,-9.719999313E0,-3.834000015E1
3.318415653E2,1.577999973E1,-1.115999985E1,-4.109999847E1
3.319415653E2,1.434000015E1,-9.840000153E0,-3.965999985E1
3.320415653E2,1.331999969E1,-7.919999599E0,-4.259999847E1
3.321415653E2,1.247999954E1,-9.059999466E0,-4.223999786E1
3.322415653E2,1.319999981E1,-8.039999962E0,-4.229999924E1
3.323415653E2,1.007999992E1,-1.073999977E1,-3.761999893E1
3.324415653E2,1.026000023E1,-1.007999992E1,-4.379999924E1
3.325415653E2,1.019999981E1,-9.840000153E0,-4.487999725E1
3.326415653E2,1.067999935E1,-8.819999695E0,-4.055999756E1
3.327415653E2,1.013999939E1,-9.420000076E0,-3.305999756E1
3.328415653E2,1.307999992E1,-9.420000076E0,-3.131999969E1
3.329415653E2,1.505999947E1,-8.639999390E0,-3.305999756E1
3.330415653E2,1.583999920E1,-7.319999695E0,-3.461999893E1
3.331415653E2,1.571999931E1,-6.719999790E0,-3.647999954E1
3.332415653E2,1.350000000E1,-9.779999733E0,-3.941999817E1
3.333415653E2,1.475999928E1,-9.420000076E0,-4.086000061E1
3.334415653E2,1.493999958E1,-9.599999428E0,-4.181999969E1
3.335415653E2,1.427999973E1,-8.519999504E0,-4.109999847E1
3.336415653E2,1.589999962E1,-7.019999981E0,-4.104000092E1
3.337415653E2,1.157999992E1,-1.392000008E1,-2.034000015E1
3.338415653E2,1.373999977E1,-1.517999935E1,-2.568000031E1
3.339415653E2,1.902000046E1,-1.193999958E1,-3.623999786E1
3.340415653E2,1.805999947E1,-1.259999943E1,-3.821999741E1
3.341415653E2,1.776000023E1,-1.061999989E1,-3.468000031E1
3.342415653E2,1.134000015E1,-1.673999977E1,-2.303999901E1
3.343415653E2,1.757999992E1,-9.059999466E0,-4.037999725E1
3.344415653E2,1.668000031E1,-1.325999928E1,-3.119999886E1
3.345415653E2,1.871999931E1,-9.179999352E0,-3.887999725E1
3.346415653E2,1.805999947E1,-6.599999905E0,-4.104000092E1
3.347415653E2,1.877999878E1,-5.879999638E0,-4.007999802E1
3.348415653E2,2.010000038E1,-5.339999676E0,-4.181999969E1
3.349415653E2,1.943999863E1,-7.919999599E0,-4.091999817E1
3.350415653E2,2.003999901E1,-7.440000057E0,-4.073999786E1
3.351415653E2,1.853999901E1,-6.659999847E0,-4.284000015E1
3.352415653E2,1.757999992E1,-7.079999924E0,-4.368000031E1
3.353415653E2,1.523999977E1,-8.939999580E0,-4.386000061E1
3.354415653E2,1.637999916E1,-8.159999847E0,-4.361999893E1
3.355415653E2,1.673999977E1,-9.899999619E0,-4.343999863E1
3.356415653E2,1.655999947E1,-8.220000267E0,-4.325999832E1
